.85, .85, .85, .85, .85, .85, .85, .85, .85, .85, .85, .85, .85, .85, .85, .85, .85, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .93, .85, .85, .85, .85, .85, .85, .85, .85, .85
.70, .70, .70, .70, .70, .70, .70, .70, .70, .70, .70, .70, .70, .70, .70, .70, .70, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .88, .70, .70, .70, .70, .70, .70, .70, .70, .70
.60, .60, .60, .60, .60, .60, .60, .60, .60, .60, .60, .60, .60, .60, .60, .60, .60, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .83, .60, .60, .60, .60, .60, .60, .60, .60, .60
.45, .45, .45, .45, .45, .45, .45, .45, .45, .45, .45, .45, .45, .45, .45, .45, .45, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .7, .45, .45, .45, .45, .45, .45, .45, .45, .45
