3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
3600, 4080, 5790, 11290, 4080, 4080, 5790, 11290, 6380, 8470
