5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
5221.255,5221.255,5221.255,10500,0,9888.04
