0volume,0s_area,0demand,0up_spill,0ww_inflow,0catch_inflow,0evap,0ds_spill,1volume,1s_area,1demand,1up_spill,1ww_inflow,1catch_inflow,1evap,1ds_spill,1alloc_3,1alloc_4,2volume,2demand,2up_spill,2ww_inflow,2catch_inflow,2evap,2ds_spill,3volume,3s_area,3demand,3up_spill,3ww_inflow,3catch_inflow,3evap,3ds_spill,4volume,4s_area,4demand,4up_spill,4ww_inflow,4catch_inflow,4evap,4ds_spill,5volume,5s_area,5demand,5up_spill,5ww_inflow,5catch_inflow,5evap,5ds_spill,6volume,6demand,6up_spill,6ww_inflow,6catch_inflow,6evap,6ds_spill,6alloc_0,6alloc_1,6alloc_2,6alloc_3,6alloc_4,7volume,7demand,7up_spill,7ww_inflow,7catch_inflow,7evap,7ds_spill,8volume,8demand,8up_spill,8ww_inflow,8catch_inflow,8evap,8ds_spill,9volume,9demand,9up_spill,9ww_inflow,9catch_inflow,9evap,9ds_spill,10demand,10up_spill,10ww_inflow,10catch_inflow,10ds_spill,11volume,11s_area,11demand,11up_spill,11ww_inflow,11catch_inflow,11evap,11ds_spill,18demand,19demand
5133.04,1,226.688,0,0,134.04,-44.9101,9.05,14558.9,1,538.192,0,67.4213,2077.38,-93.5682,271.46,14558.9,20000,1618.91,68.4099,0,0,23.6599,0.805615,4.522,149.307,1,3.57167,0,0,0.17393,-0.420113,0,2127.52,1,50.5674,0,0,4.55116,-21.0056,3.5,431.728,1,10.0551,0,0,4.15981,-8.9064,0,10297.6,304.156,3.5,187.305,1102.2,-585.637,1574.49,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,18.6448,0,18.6448,0,0,724.255,0,529.154,0,1253.41,998.112,45.1746,9.05,0,0,0,0,0,1253.41,0,2077.38,3330.79,0,1,0,4928.44,0,0,0,4928.44,15.4,63.7
5354.93,1,231.05,0,0,395.745,-66.2406,9.05,14700,1,733.11,0,62.5201,9098.37,-159.801,8446.5,14700,20000,1568.1,81.5198,0,0,21.0517,-14.1847,4.522,146.769,1,3.85559,0,0,0.69827,-0.61965,0,2118.33,1,54.9395,0,0,18.2713,-30.9825,3.5,449,1,11.1486,0,0,16.7002,-13.1366,1.41619,10297.6,321.28,4.91619,165.981,2839.14,-863.793,3552.55,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,23.2505,0,23.2505,0,0,8858.96,0,131.965,0,8990.92,962.234,44.9273,9.05,0,0,0,0,0,8990.92,0,9098.37,18089.3,0,1,0,21669.6,0,0,0,21669.6,15.4,63.7
6349,1,225.616,0,0,1837.75,-19.6675,637.732,14700,1,526.927,532.732,63.4665,6534.46,-738.709,7342.44,14700,20000,1619.83,56.2092,0,0,67.4469,-45.0067,4.522,150.192,1,3.67181,0,0,6.91031,-0.183981,0,2242.78,1,52.9956,0,0,180.82,-9.19904,12.579,449,1,11.2329,0,0,165.272,-3.90039,157.939,10297.6,309.42,170.518,171.742,7646.85,-256.469,7936.16,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,95.6349,0,95.6349,0,0,7896.35,0,217.534,0,8113.89,1026.69,40.5413,637.732,0,0,0,532.732,0,8113.89,0,6534.46,14648.4,0,1,0,22684.7,0,0,0,22684.7,15.4,63.7
6349,1,278.936,0,0,1034.88,-10.3873,766.333,14700,1,564.452,661.333,61.6048,3739.94,-90.641,3989.07,14700,20000,1587.26,62.1983,0,0,25.8949,-8.26241,4.522,154.371,1,4.41776,0,0,8.49934,-0.0971686,0,2391.49,1,65.9693,0,0,222.399,-4.85843,12.579,449,1,13.2069,0,0,203.276,-2.05997,192.129,10297.6,283.131,204.708,165.037,9463.83,-135.453,9685.89,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,107.474,0,107.474,0,0,4384.7,0,1881.5,0,6266.2,1086.59,45.1066,766.333,0,0,0,661.333,0,6266.2,0,3739.94,10006.1,0,1,0,19804,0,0,0,19804,15.4,63.7
6349,1,254.182,0,0,953.519,-23.8963,723.233,14700,1,495.355,618.233,77.7346,3174.73,42.5436,3332.8,14700,20000,1537.83,53.487,0,0,16.0578,7.48136,4.522,154.406,1,4.03324,0,0,3.84468,-0.223539,0,2428.21,1,62.4824,0,0,100.603,-11.177,12.579,449,1,11.731,0,0,91.952,-4.73903,84.96,10297.6,276.272,97.539,195.386,5392.63,-311.614,5720.9,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,63.73,0,63.73,0,0,3752.66,0,2479.7,0,6232.36,1148.09,43.5014,723.233,0,0,0,618.233,0,6232.36,0,3174.73,9407.1,0,1,0,15196.2,0,0,0,15196.2,15.4,63.7
6349,1,225.634,0,0,3475.05,-52.3585,3301.78,14700,1,587.544,3196.78,71.4112,6292.66,-200.369,9173.67,14700,20000,1539.69,61.4656,0,0,54.0335,-13.8172,4.522,164.814,1,3.58382,0,0,13.5025,-0.489789,0,2737.07,1,56.3596,0,0,353.315,-24.4895,12.579,449,1,10.4215,0,0,322.935,-10.3835,322.897,10297.6,261.361,335.476,180.466,6351.07,-682.766,7288.42,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,146.528,0,146.528,0,0,9541.4,0,4126.76,0,13668.2,1212.28,40.8013,3301.78,0,0,0,3196.78,0,13668.2,0,6292.66,19960.8,0,1,0,27400.3,0,0,0,27400.3,15.4,63.7
6349,1,238.971,0,0,2454.04,-30.6833,2245.76,14700,1,496.638,2140.76,63.9152,12690.6,-57.9764,14456.7,14700,20000,1533.68,52.0184,0,0,35.7377,-14.7862,4.522,175.852,1,3.39359,0,0,14.1447,-0.287028,0,2909,1,56.3575,0,0,370.119,-14.3514,156.184,449,1,9.24511,0,0,338.294,-6.085,335.133,10297.6,303.608,491.318,161.744,7502.85,-400.118,8252.43,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,105.703,0,105.703,0,0,14891.5,0,3728.72,0,18620.2,1271.65,45.6293,2245.76,0,0,0,2140.76,0,18620.2,0,12690.6,31310.9,0,1,0,39673.5,0,0,0,39673.5,15.4,63.7
6349,1,254.618,0,0,2295.74,3.75776,2037.37,14700,1,496.572,1943.02,68.2727,13961.9,-457.404,15934,14700,20000,1521.93,51.8082,0,0,23.116,-21.4661,4.522,185.242,1,4.07306,0,0,13.4978,0.0351521,0,2909,1,67.3779,0,0,353.191,1.75761,284.056,449,1,10.3997,0,0,322.822,0.745225,311.677,10297.6,280.364,595.733,168.64,7832.39,49.002,8267.4,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,68.501,0,68.501,0,0,16301.6,0,2025.53,0,18327.1,1315,50.9979,2037.37,0,0,0,1943.02,0,18327.1,0,13961.9,32289,0,1,0,40629.4,0,0,0,40629.4,15.4,63.7
6349,1,187.182,0,0,308.798,-8.12467,129.741,14700,1,442.236,90.9722,92.9438,1942.85,69.1028,1615.43,14700,20000,1490.59,45.7859,0,0,21.6907,2.71759,4.522,183.287,1,4.16834,0,0,2.13787,-0.0760025,0,2890.7,1,65.4589,0,0,55.941,-3.80013,12.579,449,1,10.1035,0,0,51.1308,-1.61125,42.6386,10297.6,242.253,55.2176,169.375,3970.23,-105.947,4058.51,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,101.971,0,101.971,0,0,1986.69,0,397.73,0,2384.42,1315,38.769,129.741,0,0,0,90.9722,0,2384.42,0,1942.85,4327.27,0,1,0,8492.27,0,0,0,8492.27,15.4,63.7
6349,1,235.385,0,0,1384.12,-22.2572,1170.99,14700,1,552.083,1122.24,74.5728,4628.77,-153.143,5426.64,14700,20000,1484.51,55.9818,0,0,45.2927,-9.13066,4.522,190.935,1,3.90373,0,0,11.3435,-0.208206,0,2909,1,61.5674,0,0,296.822,-10.4103,227.368,449,1,9.56299,0,0,271.299,-4.41397,266.15,10297.6,274.802,493.518,133.294,3789.71,-290.239,4431.96,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,98.5651,0,98.5651,0,0,5758.5,0,1.31503,0,5759.81,1315,48.7528,1170.99,0,0,0,1122.24,0,5759.81,0,4628.77,10388.6,0,1,0,14923.6,0,0,0,14923.6,15.4,63.7
6349,1,281.964,0,0,499.954,-23.7395,241.73,14700,1,427.183,183.33,93.7769,2242.56,-116.078,2208.56,14700,20000,1470.79,43.1401,0,0,37.3706,3.433,4.522,191.733,1,4.43933,0,0,5.01481,-0.222072,0,2909,1,67.6355,0,0,131.221,-11.1036,74.6889,449,1,10.4394,0,0,119.937,-4.70792,114.206,10297.6,266.061,188.895,150.464,6055.02,-309.568,6437.88,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,177.935,0,177.935,0,0,2622.05,0,4.60325,0,2626.65,1315,58.4001,241.73,0,0,0,183.33,0,2626.65,0,2242.56,4869.21,0,1,0,11489.5,0,0,0,11489.5,15.4,63.7
6349,1,170.896,0,0,672.931,-63.6842,565.719,14700,1,484.73,530.323,112.334,3302.38,-122.659,3582.96,14700,20000,1464.38,48.4991,0,0,44.999,-1.61262,4.522,199.341,1,3.99253,0,0,11.0047,-0.595736,0,2909,1,60.5754,0,0,287.956,-29.7868,257.167,449,1,9.34972,0,0,263.195,-12.6296,266.475,10297.6,233.297,523.642,175.228,6400.9,-830.456,7696.93,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,177.29,0,177.29,0,0,3902.79,0,4.18127,0,3906.97,1315,35.3958,565.719,0,0,0,530.323,0,3906.97,0,3302.38,7209.35,0,1,0,15088.1,0,0,0,15088.1,15.4,63.7
6349,1,249.514,0,0,1171.98,-32.8551,955.325,14700,1,571.932,903.646,69.2233,4865.88,-321.217,5588.03,14700,20000,1470.2,56.9746,0,0,66.5213,-0.795917,4.522,200,1,4.92424,0,0,12.7912,-0.307344,7.51484,2909,1,71.86,0,0,334.702,-15.3672,278.21,449,1,11.0915,0,0,305.922,-6.5157,301.346,10297.6,278.236,587.071,116.301,7667.51,-428.438,8521.08,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,287.62,0,287.62,0,0,5941.08,0,733.96,0,6675.04,1315,51.6791,955.325,0,0,0,903.646,0,6675.04,0,4865.88,11540.9,0,1,0,20354.1,0,0,0,20354.1,15.4,63.7
6349,1,238.97,0,0,1861.08,5.18577,1616.93,14700,1,348.25,1567.43,105.378,7400.36,-324.256,9049.17,14700,20000,1522.21,34.8298,0,0,64.7116,-26.6469,4.522,200,1,3.86247,0,0,13.2167,0.0485105,9.30571,2909,1,56.1796,0,0,345.837,2.42553,287.232,449,1,8.67124,0,0,316.099,1.02842,306.4,10297.6,294.058,602.937,135.825,9359.6,67.6236,9736.68,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,425.47,0,425.47,0,0,9439.06,0,983.856,0,10422.9,1315,49.4954,1616.93,0,0,0,1567.43,0,10422.9,0,7400.36,17823.3,0,1,0,27989.9,0,0,0,27989.9,15.4,63.7
6349,1,207.235,0,0,1271.77,-7.94183,1072.47,14700,1,482.203,1029.55,100.926,11704.7,-82.4165,12435.4,14700,20000,1505.97,49.9328,0,0,42.6227,4.40427,4.522,200,1,3.71679,0,0,7.52809,-0.0742921,3.8856,2909,1,54.0607,0,0,196.985,-3.71461,146.639,449,1,8.34419,0,0,180.047,-1.57499,173.278,10297.6,234.233,323.802,120.508,5631.42,-103.563,5945.06,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,642.824,0,642.824,0,0,12672.9,0,2424.03,0,15096.9,1315,42.9223,1072.47,0,0,0,1029.55,0,15096.9,0,11704.7,26801.6,0,1,0,33394.1,0,0,0,33394.1,15.4,63.7
6349,1,208.207,0,0,3859.88,6.69769,3644.98,14700,1,504.431,3601.85,87.5225,15350.5,-104.543,18640,14700,20000,1495.82,51.6775,0,0,43.1229,-2.92086,4.522,200,1,3.89478,0,0,36.4709,0.0626538,32.5135,2909,1,56.6496,0,0,954.323,3.13269,894.54,449,1,8.74379,0,0,872.263,1.32826,862.191,10297.6,282.529,1789.24,108.555,9431.75,87.3394,10959.7,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,216.056,0,216.056,0,0,18969.9,0,3357.75,0,22327.6,1315,43.1236,3644.98,0,0,0,3601.85,0,22327.6,0,15350.5,37678.1,0,1,0,48858.4,0,0,0,48858.4,15.4,63.7
6349,1,196.069,0,0,1289.18,-4.82258,1097.93,14700,1,465.346,1057.32,87.9329,2095.49,347.128,2428.27,14700,20000,1459.05,47.3518,0,0,32.2963,17.1912,4.522,200,1,4.40659,0,0,10.7639,-0.045113,6.40239,2909,1,64.0939,0,0,281.655,-2.25565,219.816,449,1,9.8928,0,0,257.436,-0.956396,248.499,10297.6,277.943,474.718,110.834,9781.88,-62.8875,10152.4,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,176.784,0,176.784,0,0,2773.03,0,1104.55,0,3877.58,1315,40.6097,1097.93,0,0,0,1057.32,0,3877.58,0,2095.49,5973.07,0,1,0,16306.8,0,0,0,16306.8,15.4,63.7
6349,1,206.265,0,0,1099.2,2.4178,890.514,14700,1,423.088,847.793,75.749,4429.13,58.6186,4870.97,14700,20000,1457.96,41.9935,0,0,32.1913,-13.2329,4.522,200,1,3.5346,0,0,7.69603,0.0226174,4.13881,2909,1,51.4108,0,0,201.38,1.13087,148.838,449,1,7.93518,0,0,184.063,0.479489,175.649,10297.6,281.224,328.625,154.266,8289.68,31.5287,8459.82,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,289.006,0,289.006,0,0,5245.26,0,1113.12,0,6358.38,1315,42.7215,890.514,0,0,0,847.793,0,6358.38,0,4429.13,10787.5,0,1,0,19540.9,0,0,0,19540.9,15.4,63.7
6349,1,186.165,0,0,661.105,2.46149,472.479,14700,1,512.858,433.921,79.6882,5159.63,418.436,4741.95,14700,20000,1415.37,50.8656,0,0,26.2728,13.469,4.522,200,1,3.86099,0,0,5.86625,0.0230261,1.98223,2909,1,56.1582,0,0,153.5,1.15131,96.1909,449,1,8.66793,0,0,140.301,0.488153,131.145,10297.6,265.596,229.318,147.987,3740.24,32.0984,3819.85,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,221.559,0,221.559,0,0,5081.47,0,1320.13,0,6401.6,1315,38.5583,472.479,0,0,0,433.921,0,6401.6,0,5159.63,11561.2,0,1,0,15607.2,0,0,0,15607.2,15.4,63.7
6349,1,200.768,0,0,529.052,-15.2016,343.486,14700,1,526.038,301.903,71.9226,2013.67,3.74505,1857.72,14700,20000,1363.49,50.649,0,0,19.5091,16.2215,4.522,200,1,3.92906,0,0,4.59163,-0.142204,0.804777,2909,1,57.1481,0,0,120.148,-7.11021,70.1097,449,1,8.82073,0,0,109.816,-3.01473,104.01,10297.6,308.112,174.925,142.279,3002.48,-198.233,3209.8,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,42.163,0,42.163,0,0,2269.26,0,396.225,0,2665.48,1315,41.5829,343.486,0,0,0,301.903,0,2665.48,0,2013.67,4679.16,0,1,0,7935.65,0,0,0,7935.65,15.4,63.7
6290.4,1,194.59,0,0,145.142,0.101245,9.05,14537.1,1,499.983,0,77.5643,797.839,266.843,271.46,14537.1,20000,1384.22,46.3756,0,0,75.1218,3.49534,4.522,197.858,1,3.76464,0,0,1.6231,0.0009471,0,2884.09,1,54.7567,0,0,42.4712,0.047355,12.579,449,1,8.45161,0,0,38.8192,0.0200785,30.3475,10297.6,254.552,42.9265,150.39,8786.2,1.32026,8723.64,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,47.3333,0,47.3333,0,0,692.465,0,225.951,0,918.416,1283.75,40.3033,9.05,0,0,0,0,0,918.416,0,797.839,1716.25,0,1,0,10491.8,0,0,0,10491.8,15.4,63.7
6267.05,1,184.245,0,0,162.187,-7.75836,9.05,14700,1,450.118,0,81.6113,1796.93,-268.419,1533.96,14700,20000,1423.63,42.8601,0,0,87.1,0.305184,4.522,197.048,1,3.27645,0,0,2.39443,-0.0725759,0,2890.03,1,47.7595,0,0,62.6543,-3.6288,12.579,449,1,7.43529,0,0,57.2668,-1.53861,51.3702,10297.6,230.198,63.9492,159.8,5727.76,-101.171,5822.49,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,51.1798,0,51.1798,0,0,1970.9,0,306.519,0,2277.42,1255.2,37.6008,9.05,0,0,0,0,0,2277.42,0,1796.93,4074.35,0,1,0,9952.54,0,0,0,9952.54,15.4,63.7
6349,1,180.858,0,0,549.095,25.6666,260.622,14700,1,399.153,164.594,82.0652,3241.51,324.336,2764.68,14700,20000,1473.6,38.6562,0,0,101.244,8.0995,4.522,198.362,1,3.75491,0,0,5.30864,0.240099,0,2909,1,55.0719,0,0,138.909,12.0049,52.8653,449,1,8.55606,0,0,126.965,5.0901,113.319,10297.6,179.28,166.184,158.993,4684.02,334.698,4495.22,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,67.8822,0,67.8822,0,0,3188.61,0,263.87,0,3452.48,1315,36.2232,260.622,0,0,0,164.594,0,3452.48,0,3241.51,6693.99,0,1,0,11261.6,0,0,0,11261.6,15.4,63.7
6349,1,178.026,0,0,259.832,11.9616,69.8437,14700,1,420.272,32.9711,80.3028,2350.04,-367.161,2410.2,14700,20000,1550.65,42.13,0,0,122,-1.70552,4.522,196.686,1,3.51472,0,0,1.95126,0.111895,0,2890.34,1,51.5438,0,0,51.0581,5.59476,12.579,449,1,7.95571,0,0,46.6677,2.37218,36.3398,10297.6,184.606,48.9188,164.322,4001.16,155.982,3873.81,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,121.048,0,121.048,0,0,2786.69,0,193.961,0,2980.65,1315,36.8727,69.8437,0,0,0,32.9711,0,2980.65,0,2350.04,5330.69,0,1,0,9330.07,0,0,0,9330.07,15.4,63.7
6349,1,198.333,0,0,244.031,30.9027,14.7956,14700,1,422.929,0,79.4954,1093.79,290.13,460.226,14700,20000,1550.67,44.6132,0,0,53.3237,4.17167,4.522,196.263,1,2.88673,0,0,2.75242,0.28908,0,2892.91,1,42.4211,0,0,72.0218,14.454,12.579,449,1,6.5899,0,0,65.8288,6.1285,53.1104,10297.6,185.777,65.6894,159.496,5636.65,402.978,5273.08,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,66.2201,0,66.2201,0,0,857.869,0,363.73,0,1221.6,1288.72,41.0785,14.7956,0,0,0,0,0,1221.6,0,1093.79,2315.39,0,1,0,7659.21,0,0,0,7659.21,15.4,63.7
6234.58,1,172.597,0,0,96.2358,10.9187,27.139,14243.6,1,441.967,0,89.243,214.589,337.946,271.46,14243.6,19708.9,1520.04,46.622,0,0,38.6887,18.1749,4.522,194.965,1,2.97613,0,0,1.77987,0.102139,0,2877.93,1,43.8681,0,0,46.5734,5.10696,12.579,449,1,6.80864,0,0,42.5687,2.16535,33.5947,10297.6,215.392,46.1737,168.347,1695.96,142.382,1552.71,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,39.93,0,39.93,0,0,684.884,0,332.618,0,1017.5,1280.82,35.0337,27.139,0,0,0,0,0,1017.5,0,214.589,1232.09,0,1,0,2829.25,0,0,0,2829.25,15.4,63.7
6045.63,1,183.473,0,0,42.0906,20.4255,27.139,14700,1,392.739,0,78.8872,55.2363,-4095.97,3089.82,14700,20000,1529.11,41.9121,0,0,39.9331,-15.5702,4.522,192.355,1,2.97231,0,0,0.55405,0.191071,0,2826.42,1,43.8751,0,0,14.4977,9.55357,12.579,449,1,6.84517,0,0,13.251,4.05071,2.35515,10297.6,206.711,14.9342,169.332,424.612,266.354,135.814,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,19.6663,0,19.6663,0,0,3553.98,0,225.464,0,3779.44,1270.27,37.6924,27.139,0,0,0,0,0,3779.44,0,55.2363,3834.68,0,1,0,3994.68,0,0,0,3994.68,15.4,63.7
5815.9,1,209.368,0,0,30.468,23.697,27.139,14223.6,1,473.701,0,84.0295,45.0437,135.399,271.46,14223.6,19724.9,1473.27,49.2747,0,0,17.2118,19.2538,4.522,189.625,1,2.95571,0,0,0.44731,0.221674,0,2771.03,1,43.4305,0,0,11.7045,11.0837,12.579,448.099,1,6.89929,0,0,10.6981,4.69949,0,10297.6,198.264,12.579,177.085,664.58,309.014,346.966,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,26.5292,0,26.5292,0,0,684.379,0,23.0361,0,707.415,1253.42,43.991,27.139,0,0,0,0,0,707.415,0,45.0437,752.459,0,1,0,1130.48,0,0,0,1130.48,15.4,63.7
5907.98,1,191.478,0,0,329.622,18.9189,27.139,13913.7,1,451.646,0,96.2612,139.934,-98.3476,271.46,13913.7,19646.3,1460.16,46.781,0,0,56.2412,18.043,4.522,192.026,1,2.82326,0,0,5.40121,0.176978,0,2851.75,1,41.2569,0,0,141.332,8.8489,10.5,449,1,6.67159,0,0,129.179,3.75193,117.855,10297.6,194.468,128.355,195.051,2342.84,246.707,2225.07,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,36.946,0,36.946,0,0,768.287,0,938.057,0,1706.34,1239.29,41.2665,27.139,0,0,0,0,0,1706.34,0,139.934,1846.28,0,1,0,4112.82,0,0,0,4112.82,15.4,63.7
5692.08,1,178.02,0,0,16.3959,27.1397,27.139,13319.3,1,443.905,0,88.4289,6.72306,450.286,271.46,13319.3,19170.1,1422.65,46.5853,0,0,34.8876,21.2904,4.522,188.705,1,3.23238,0,0,0.16564,0.25388,0,2782.81,1,48.0037,0,0,4.33412,12.694,12.579,440.021,1,7.55803,0,0,3.96144,5.38225,0,10297.6,202.642,12.579,180.892,1665.77,353.908,1302.69,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,17.4539,0,17.4539,0,0,744.965,0,565.201,0,1310.17,1229.09,37.3424,27.139,0,0,0,0,0,1310.17,0,6.72306,1316.89,0,1,0,2641.56,0,0,0,2641.56,15.4,63.7
5783.66,1,187.341,0,0,287.277,-18.7811,27.139,12992.1,1,397.255,0,83.959,156.555,75.1723,271.46,12992.1,18993.9,1396.86,42.4312,0,0,40.2317,19.0667,4.522,186.258,1,3.21608,0,0,0.59263,-0.175689,0,2756.18,1,47.4271,0,0,15.5072,-8.78443,3.5,449,1,7.49922,0,0,14.1738,-3.7246,1.42035,10297.6,208.257,4.92035,173.745,3720.86,-244.91,3936.18,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,15.7487,0,15.7487,0,0,732.516,0,938.457,0,1670.97,1215.77,40.4524,27.139,0,0,0,0,0,1670.97,0,156.555,1827.53,0,1,0,5783.98,0,0,0,5783.98,15.4,63.7
5960.23,1,215.767,0,0,452.819,33.3441,27.139,13194.1,1,422.078,0,88.8053,1726.44,342.173,271.46,13194.1,19571.5,1429.12,45.3801,0,0,99.8955,17.7395,4.522,184.624,1,3.0942,0,0,1.77271,0.311918,0,2728.6,1,45.7869,0,0,46.386,15.5959,12.579,449,1,7.459,0,0,42.3974,6.61267,28.3257,10297.6,224.244,40.9047,179.972,3997.61,434.814,3559.43,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,38.67,0,38.67,0,0,684.761,0,3.9462,0,688.707,1197.56,45.3561,27.139,0,0,0,0,0,688.707,0,1726.44,2415.15,0,1,0,6017.76,0,0,0,6017.76,15.4,63.7
5901.68,1,191.376,0,0,176.232,16.2608,27.139,12895.3,1,458.377,0,101.799,434.503,159.718,271.46,12895.3,19517.1,1409.75,49.6491,0,0,41.7304,6.92792,4.522,181.831,1,2.92105,0,0,0.27969,0.152112,0,2672.56,1,43.1708,0,0,7.31861,7.60559,12.579,445.361,1,7.10389,0,0,6.68931,3.22477,0,10297.6,209.213,12.579,196.614,4085.86,212.044,3873.79,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,108.547,0,108.547,0,0,710.866,0,8.74898,0,719.615,1186.24,38.4521,27.139,0,0,0,0,0,719.615,0,434.503,1154.12,0,1,0,5140.98,0,0,0,5140.98,15.4,63.7
6098.38,1,186.67,0,0,365.917,-44.5873,27.139,12668.4,1,396.181,0,89.5985,470.065,159.953,271.46,12668.4,19476,1462.56,43.3118,0,0,97.9561,-2.68404,4.522,180.031,1,3.17046,0,0,0.95364,-0.417093,0,2664.77,1,46.5997,0,0,24.9536,-20.8547,7,449,1,7.76545,0,0,22.8079,-8.84238,20.2455,10297.6,189.265,27.2455,176.441,5005.56,-581.428,5601.41,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,120.096,0,120.096,0,0,748.999,0,7.60367,0,756.603,1175.86,37.5208,27.139,0,0,0,0,0,756.603,0,470.065,1226.67,0,1,0,6952.69,0,0,0,6952.69,15.4,63.7
5960.43,1,189.043,0,0,90.7532,12.5231,27.139,12469.8,1,412.73,0,91.0977,643.491,229.122,271.46,12469.8,19495.9,1464.94,47.6493,0,0,67.1646,12.6067,4.522,176.953,1,3.04869,0,0,0.08772,0.117147,0,2603.51,1,45.1258,0,0,2.29523,5.85737,12.579,441.011,1,7.60346,0,0,2.09787,2.48353,0,10297.6,177.487,12.579,175.351,2171.39,163.304,2018.53,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,80.2654,0,80.2654,0,0,687.119,0,99.937,0,787.056,1166.55,36.4503,27.139,0,0,0,0,0,787.056,0,643.491,1430.55,0,1,0,3533.86,0,0,0,3533.86,15.4,63.7
5763.01,1,192.938,0,0,7.36484,-15.2954,27.139,12021.6,1,438.482,0,94.7454,44.8763,162.526,271.46,12021.6,19211.2,1398.4,51.5125,0,0,9.02717,19.5359,4.522,173.88,1,3.22811,0,0,0.01234,-0.143081,0,2562.49,1,47.4951,0,0,0.32292,-7.15405,0.9954,436.294,1,8.04525,0,0,0.29516,-3.03332,0,10297.6,191.255,0.9954,172.462,979.263,-199.455,1160.92,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,11.2918,0,11.2918,0,0,708.82,0,1490.41,0,2199.23,1155.93,37.7611,27.139,0,0,0,0,0,2199.23,0,44.8763,2244.11,0,1,0,3420.84,0,0,0,3420.84,15.4,63.7
5563.75,1,170.995,0,0,12.2519,13.3819,27.139,11455.4,1,517.316,0,96.933,26.9773,239.318,271.46,11455.4,18873.3,1338.49,60.1761,0,0,28.1973,23.4083,4.522,170.715,1,3.07297,0,0,0.03289,0.125181,0,2511.81,1,45.2866,0,0,0.86053,6.25907,0,426.716,1,7.71057,0,0,0.78654,2.65385,0,10297.6,205.128,0,178.061,1443.38,174.503,1241.81,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,12.2512,0,12.2512,0,0,736.955,0,23.5782,0,760.533,1148.77,34.2977,27.139,0,0,0,0,0,760.533,0,26.9773,787.51,0,1,0,2046.1,0,0,0,2046.1,15.4,63.7
5363.99,1,196.757,0,0,11.2572,-12.8818,27.139,10916.3,1,431.631,0,86.2578,28.3706,368.356,271.46,10916.3,18455.6,1288.86,50.4333,0,0,20.8132,15.4854,4.522,167.947,1,2.91757,0,0,0.02908,-0.120504,0,2475.67,1,42.9275,0,0,0.76096,-6.02518,0,422.674,1,7.29269,0,0,0.69553,-2.55468,0,10297.6,212.793,0,162.037,1047.05,-167.982,1164.27,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,10.0402,0,10.0402,0,0,820.077,0,19.1225,0,839.2,1135.28,40.6252,27.139,0,0,0,0,0,839.2,0,28.3706,867.57,0,1,0,2046.41,0,0,0,2046.41,15.4,63.7
