0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,2st_vol,2capacity,2net_inf,2st_rof,2lt_rof,2rest_demand,2unrest_demand,2unfulf_demand,2wastewater,2treat_capacity,2cont_fund,2ins_pout,2ins_price,2infra_npv,2debt_serv,3st_vol,3capacity,3net_inf,3st_rof,3lt_rof,3rest_demand,3unrest_demand,3unfulf_demand,3wastewater,3treat_capacity,3cont_fund,3ins_pout,3ins_price,3infra_npv,3debt_serv
3558,3558,502.581,0,0,54.6726,54.6726,0,51.8186,299997,2.42228,0,0,0,0,7664,7664,1057.81,0,0,241.273,241.273,0,182.606,199998,4.48126,0,0,0,0,3943.75,3943.75,367.448,0,0,176.611,176.611,0,0,504,90.3781,0,0,0,0,17273.1,17489.7,500.21,0,0,455.538,455.538,0,403.019,199998,12.8985,0,0,0,0
3558,3558,183.757,0,0,55.1434,55.1434,0,51.3917,299997,2.42557,0,0,0,0,7636.48,7664,195.132,0,0,209.924,209.924,0,226.794,199998,4.48935,0,0,0,0,3943.75,3943.75,116.077,0,0,197.794,197.794,0,0,504,90.5484,0,0,0,0,16786,17489.7,117.353,0,0,461.452,461.452,0,428.201,199998,12.9224,0,0,0,0
3557.53,3558,147.005,0,0,57.5912,57.5912,0,51.8342,299997,2.429,0,0,0,0,7573.72,7664,172.931,0,0,224.092,224.092,0,197.326,199998,4.49799,0,0,0,0,3943.75,3943.75,73.6466,0,0,190.816,190.816,0,0,504,90.7127,0,0,0,0,17101.2,17489.7,330.02,0,0,411.583,411.583,0,433.76,199998,12.9436,0,0,0,0
3558,3558,1359,0,0,56.7112,56.7112,0,54.4681,299997,2.43237,0,0,0,0,7664,7664,1655.87,0,0,244.806,244.806,0,211.939,199998,4.50743,0,0,0,0,3943.75,3943.75,316.242,0,0,182.45,182.45,0,0,504,90.8698,0,0,0,0,17322.5,17489.7,1752.62,0,0,470.058,470.058,0,389.263,199998,12.9679,0,0,0,0
3558,3558,236.677,0,0,55.0103,55.0103,0,53.8756,299997,2.4357,0,0,0,0,7645.1,7664,227.184,0,0,219.914,219.914,0,232.565,199998,4.51601,0,0,0,0,3943.75,3943.75,179.102,0,0,202.969,202.969,0,0,504,91.0468,0,0,0,0,17445.5,17489.7,231.297,0,0,456.771,456.771,0,446.555,199998,12.9927,0,0,0,0
3536.47,3558,48.7336,0,0,55.7184,55.7184,0,52.2598,299997,2.43906,0,0,0,0,7553.44,7664,80.8552,0,0,201.482,201.482,0,208.918,199998,4.52388,0,0,0,0,3943.75,3943.75,61.2839,0,0,187.337,187.337,0,0,504,91.2103,0,0,0,0,17206.2,17489.7,177.974,0,0,480.455,480.455,0,433.932,199998,13.0187,0,0,0,0
3490.87,3558,32.1321,0,0,56.4497,56.4497,0,52.9325,299997,2.44247,0,0,0,0,7394.71,7664,60.3191,0,0,217.317,217.317,0,191.408,199998,4.53236,0,0,0,0,3943.75,3943.75,75.8216,0,0,203.298,203.298,0,0,504,91.3877,0,0,0,0,16883.3,17489.7,39.5765,0,0,534.407,534.407,0,456.432,199998,13.0477,0,0,0,0
3508.01,3558,113.202,0,0,51.4947,51.4947,0,54.9086,299997,2.44559,0,0,0,0,7495.32,7664,282.826,0,0,212.369,212.369,0,211.384,199998,4.54065,0,0,0,0,3943.75,3943.75,169.721,0,0,231.792,231.792,0,0,504,91.5899,0,0,0,0,16549.4,17489.7,126.836,0,0,507.443,507.443,0,519.818,199998,13.0752,0,0,0,0
3527.34,3558,110.065,0,0,59.2108,59.2108,0,50.9761,299997,2.44907,0,0,0,0,7534.25,7664,198.873,0,0,212.351,212.351,0,210.231,199998,4.54861,0,0,0,0,3943.75,3943.75,95.5573,0,0,219.333,219.333,0,0,504,91.7719,0,0,0,0,16331.5,17489.7,121.216,0,0,470.289,470.289,0,502.333,199998,13.1001,0,0,0,0
3552.9,3558,172.218,0,0,56.1471,56.1471,0,58.6145,299997,2.45238,0,0,0,0,7513.16,7664,190.187,0,0,223.979,223.979,0,210.212,199998,4.55701,0,0,0,0,3943.75,3943.75,100.988,0,0,171.442,171.442,0,0,504,91.9141,0,0,0,0,16002.6,17489.7,86.6961,0,0,472.798,472.798,0,465.553,199998,13.1252,0,0,0,0
3552.82,3558,148.206,0,0,56.829,56.829,0,55.5817,299997,2.45572,0,0,0,0,7528.2,7664,229.579,0,0,228.399,228.399,0,221.723,199998,4.56558,0,0,0,0,3943.75,3943.75,101.443,0,0,185.855,185.855,0,0,504,92.0684,0,0,0,0,15545.8,17489.7,97.4396,0,0,465.706,465.706,0,468.037,199998,13.1499,0,0,0,0
3554.53,3558,258.961,0,0,62.0197,62.0197,0,55.148,299997,2.45937,0,0,0,0,7661.97,7664,360.626,0,0,231.873,231.873,0,221.643,199998,4.57428,0,0,0,0,3943.75,3943.75,110.971,0,0,225.803,225.803,0,0,504,92.2557,0,0,0,0,15812.2,17489.7,423.564,0,0,496.896,496.896,0,451.93,199998,13.1763,0,0,0,0
3536.1,3558,99.1247,0,0,54.9776,54.9776,0,53.9628,299997,2.46261,0,0,0,0,7566.25,7664,174.35,0,0,247.986,247.986,0,201.751,199998,4.58358,0,0,0,0,3943.75,3943.75,39.0278,0,0,207.939,207.939,0,0,504,92.4282,0,0,0,0,15554.4,17489.7,148.635,0,0,487.941,487.941,0,432.344,199998,13.2021,0,0,0,0
3517.99,3558,79.4156,0,0,60.9667,60.9667,0,47.8355,299997,2.46623,0,0,0,0,7415.6,7664,85.17,0,0,247.257,247.257,0,215.77,199998,4.59304,0,0,0,0,3943.75,3943.75,19.1626,0,0,227.181,227.181,0,0,504,92.623,0,0,0,0,15331,17489.7,51.6976,0,0,460.42,460.42,0,424.553,199998,13.2262,0,0,0,0
3503.44,3558,109.334,0,0,69.1743,69.1743,0,53.0465,299997,2.47033,0,0,0,0,7403.09,7664,219.504,0,0,232.508,232.508,0,215.136,199998,4.60193,0,0,0,0,3943.75,3943.75,31.5322,0,0,254.625,254.625,0,0,504,92.8413,0,0,0,0,14855.4,17489.7,104.561,0,0,546.691,546.691,0,400.607,199998,13.2547,0,0,0,0
3451.58,3558,33.5511,0,0,60.5547,60.5547,0,60.1879,299997,2.47393,0,0,0,0,7204.48,7664,75.3626,0,0,264.88,264.88,0,202.303,199998,4.61206,0,0,0,0,3943.75,3943.75,27.428,0,0,219.39,219.39,0,0,504,93.0294,0,0,0,0,14485.4,17489.7,117.191,0,0,504.223,504.223,0,475.67,199998,13.2811,0,0,0,0
3380.78,3558,19.598,0,0,70.9643,70.9643,0,46.3788,299997,2.47814,0,0,0,0,7000.51,7664,25.4326,0,0,219.259,219.259,0,202.872,199998,4.62045,0,0,0,0,3943.75,3943.75,26.3385,0,0,260.665,260.665,0,0,504,93.2529,0,0,0,0,14035.3,17489.7,156.569,0,0,683.646,683.646,0,386.185,199998,13.3168,0,0,0,0
3519.49,3558,306.51,0,0,61.4467,61.4467,0,53.2232,299997,2.484,0,0,0,0,7114.24,7664,262.75,0,0,220.219,220.219,0,164.444,199998,4.6287,0,0,0,0,3943.75,3943.75,164.641,0,0,259.876,259.876,0,0,504,93.4681,0,0,0,0,15340.6,17489.7,816.515,0.02,0,586.889,586.889,0,512.735,199998,13.3461,0,0,0,0
3549.17,3558,313.02,0,0,71.0205,71.0205,0,46.085,299997,2.49077,0,0,0,0,7235.78,7664,375.64,0,0,258.523,258.523,0,165.164,199998,4.63839,0,0,0,0,3943.75,3943.75,224.954,0,0,250.945,250.945,0,0,504,93.676,0,0,0,0,16776.6,17489.7,1230.83,0,0,648.753,648.753,0,440.167,199998,13.3785,0,0,0,0
3550.01,3558,203.544,0,0,59.2629,59.2629,0,53.2654,299997,2.49643,0,0,0,0,7365.73,7664,394.385,0,0,268.977,268.977,0,193.892,199998,4.64846,0,0,0,0,3943.75,3943.75,154.685,0,0,245.08,245.08,0,0,504,93.879,0,0,0,0,16693.9,17489.7,307.463,0,0,585.855,585.855,0,486.565,199998,13.4078,0,0,0,0
3555.12,3558,441.895,0,0,66.2311,66.2311,0,42.6213,299997,2.50275,0,0,0,0,7602.3,7664,569.25,0,0,275.016,275.016,0,193.445,199998,4.65877,0,0,0,0,3943.75,3943.75,357.776,0,0,301.518,301.518,0,0,504,94.1288,0,0,0,0,16734.6,17489.7,406.758,0,0,655.264,655.264,0,421.341,199998,13.4405,0,0,0,0
3558,3558,477.768,0,0,62.0455,62.0455,0,45.0338,299997,2.50892,0,0,0,0,7664,7664,1039.49,0,0,229.828,229.828,0,186.997,199998,4.6671,0,0,0,0,3943.75,3943.75,345.865,0,0,282.93,282.93,0,0,504,94.3531,0,0,0,0,16906.6,17489.7,1616.19,0,0,578.932,578.932,0,445.547,199998,13.4694,0,0,0,0
3558,3558,289.35,0,0,65.0993,65.0993,0,42.1878,299997,2.51539,0,0,0,0,7664,7664,765.668,0,0,247.455,247.455,0,156.272,199998,4.67606,0,0,0,0,3943.75,3943.75,294.991,0,0,311.026,311.026,0,0,504,94.5997,0,0,0,0,17061.5,17489.7,2390.24,0,0,526.96,526.96,0,393.645,199998,13.4957,0,0,0,0
3558,3558,966.076,0,0,78.5194,78.5194,0,44.2643,299997,2.52321,0,0,0,0,7664,7664,508.216,0,0,255.917,255.917,0,168.257,199998,4.68534,0,0,0,0,3943.75,3943.75,1259.64,0,0,216.856,216.856,0,0,504,94.7717,0,0,0,0,17261.9,17489.7,1970.74,0,0,537.669,537.669,0,358.307,199998,13.5225,0,0,0,0
3558,3558,1073.94,0,0,65.1786,65.1786,0,53.2715,299997,2.52969,0,0,0,0,7664,7664,1588.25,0,0,261.759,261.759,0,173.627,199998,4.69482,0,0,0,0,3943.75,3943.75,1738.86,0,0,246.308,246.308,0,0,504,94.967,0,0,0,0,17489.7,17489.7,3093,0,0,589.642,589.642,0,364.782,199998,13.5519,0,0,0,0
3558,3558,425.12,0,0,70.2073,70.2073,0,43.6703,299997,2.53668,0,0,0,0,7664,7664,1492.38,0,0,275.257,275.257,0,175.381,199998,4.7048,0,0,0,0,3943.75,3943.75,2089.99,0,0,247.933,247.933,0,0,504,95.1635,0,0,0,0,17489.7,17489.7,2320.03,0,0,654.636,654.636,0,395.066,199998,13.5846,0,0,0,0
3556.81,3558,169.834,0,0,82.7262,82.7262,0,47.0396,299997,2.54485,0,0,0,0,7602.38,7664,220.98,0,0,296.687,296.687,0,184.425,199998,4.71625,0,0,0,0,3943.75,3943.75,630.933,0,0,302.03,302.03,0,0,504,95.4217,0,0,0,0,17479.2,17489.7,820.234,0,0,675.925,675.925,0,438.613,199998,13.6188,0,0,0,0
3558,3558,527.17,0,0,75.8233,75.8233,0,55.4274,299997,2.55234,0,0,0,0,7664,7664,1029.59,0,0,218.299,218.299,0,198.783,199998,4.72468,0,0,0,0,3943.75,3943.75,1819.38,0,0,247.373,247.373,0,0,504,95.6331,0,0,0,0,17489.7,17489.7,1803.33,0,0,694.717,694.717,0,452.876,199998,13.6539,0,0,0,0
3558,3558,674.356,0,0,65.1197,65.1197,0,50.8024,299997,2.55877,0,0,0,0,7664,7664,1533.13,0,0,257.447,257.447,0,146.262,199998,4.73462,0,0,0,0,3943.75,3943.75,1921.82,0,0,250.716,250.716,0,0,504,95.8474,0,0,0,0,17489.7,17489.7,2701.72,0,0,642.897,642.897,0,465.467,199998,13.6864,0,0,0,0
3557.24,3558,152.149,0,0,67.855,67.855,0,44.0867,299997,2.56548,0,0,0,0,7664,7664,448.046,0,0,265.922,265.922,0,174.294,199998,4.74489,0,0,0,0,3943.75,3943.75,802.717,0,0,255.855,255.855,0,0,504,96.0661,0,0,0,0,17489.7,17489.7,1648.08,0,0,548.708,548.708,0,435.248,199998,13.7142,0,0,0,0
3558,3558,349.546,0,0,74.4838,74.4838,0,46.1421,299997,2.57251,0,0,0,0,7664,7664,577.74,0,0,267.513,267.513,0,180.829,199998,4.75533,0,0,0,0,3943.75,3943.75,347.488,0,0,308.357,308.357,0,0,504,96.3304,0,0,0,0,17489.7,17489.7,1079.03,0,0,788.644,788.644,0,373.127,199998,13.7558,0,0,0,0
3533.85,3558,90.363,0,0,75.3529,75.3529,0,50.6498,299997,2.57962,0,0,0,0,7548.73,7664,141.546,0,0,269.837,269.837,0,181.911,199998,4.76585,0,0,0,0,3943.75,3943.75,176.179,0,0,264.671,264.671,0,0,504,96.5573,0,0,0,0,17341.7,17489.7,953.398,0,0,546.226,546.226,0,536.286,199998,13.7846,0,0,0,0
3517.64,3558,120.536,0,0,69.6894,69.6894,0,51.2408,299997,2.5862,0,0,0,0,7664,7664,422.152,0,0,261.68,261.68,0,183.492,199998,4.77605,0,0,0,0,3943.75,3943.75,222.349,0,0,300.429,300.429,0,0,504,96.8149,0,0,0,0,17489.7,17489.7,1602.54,0,0,528.375,528.375,0,371.439,199998,13.8124,0,0,0,0
3558,3558,473.341,0,0,68.192,68.192,0,46.1407,299997,2.59264,0,0,0,0,7664,7664,1122.44,0,0,258.21,258.21,0,173.256,199998,4.78612,0,0,0,0,3943.75,3943.75,1023.52,0,0,282.739,282.739,0,0,504,97.0573,0,0,0,0,17489.7,17489.7,2541.67,0,0,651.008,651.008,0,349.831,199998,13.8468,0,0,0,0
3558,3558,206.378,0,0,69.04,69.04,0,42.2756,299997,2.59926,0,0,0,0,7664,7664,555.455,0,0,293.098,293.098,0,160.077,199998,4.79776,0,0,0,0,3943.75,3943.75,713.071,0,0,321.082,321.082,0,0,504,97.3394,0,0,0,0,17489.7,17489.7,1454.43,0,0,685.255,685.255,0,403.592,199998,13.882,0,0,0,0
3558,3558,546.471,0,0,77.7249,77.7249,0,42.8014,299997,2.60671,0,0,0,0,7664,7664,1059.37,0,0,273.678,273.678,0,181.706,199998,4.80862,0,0,0,0,3943.75,3943.75,367.951,0,0,231.172,231.172,0,0,504,97.5424,0,0,0,0,17489.7,17489.7,2459.16,0,0,584.064,584.064,0,424.824,199998,13.912,0,0,0,0
3558,3558,803.508,0,0,61.9792,61.9792,0,48.1855,299997,2.61266,0,0,0,0,7664,7664,1809.5,0,0,236.464,236.464,0,169.666,199998,4.818,0,0,0,0,3943.75,3943.75,863.77,0,0,294.721,294.721,0,0,504,97.8014,0,0,0,0,17489.7,17489.7,5655.38,0,0,503.011,503.011,0,362.09,199998,13.9379,0,0,0,0
3558,3558,1311.18,0,0,72.3139,72.3139,0,38.424,299997,2.61959,0,0,0,0,7664,7664,4160.06,0,0,261.372,261.372,0,146.596,199998,4.82838,0,0,0,0,3943.75,3943.75,1253.01,0,0,255.09,255.09,0,0,504,98.0255,0,0,0,0,17489.7,17489.7,9578.55,0,0,517.286,517.286,0,311.842,199998,13.9644,0,0,0,0
3558,3558,257.655,0,0,60.311,60.311,0,52.792,299997,2.62537,0,0,0,0,7664,7664,1106.75,0,0,247.149,247.149,0,190.812,199998,4.83818,0,0,0,0,3943.75,3943.75,594.164,0,0,259.658,259.658,0,0,504,98.2536,0,0,0,0,17489.7,17489.7,2569.3,0,0,597.565,597.565,0,377.639,199998,13.9952,0,0,0,0
3557.09,3558,145.558,0,0,67.9941,67.9941,0,44.0294,299997,2.63173,0,0,0,0,7664,7664,384.328,0,0,223.619,223.619,0,180.429,199998,4.84709,0,0,0,0,3943.75,3943.75,362.74,0,0,230.436,230.436,0,0,504,98.457,0,0,0,0,17489.7,17489.7,957.824,0,0,628.881,628.881,0,436.246,199998,14.0288,0,0,0,0
3535.3,3558,80.9607,0,0,59.5246,59.5246,0,49.6384,299997,2.63729,0,0,0,0,7664,7664,427.433,0,0,214.206,214.206,0,163.251,199998,4.85561,0,0,0,0,3943.75,3943.75,232.698,0,0,251.883,251.883,0,0,504,98.6793,0,0,0,0,17489.7,17489.7,1296.12,0,0,608.342,608.342,0,459.108,199998,14.0613,0,0,0,0
3548.53,3558,152.938,0,0,67.2457,67.2457,0,43.4553,299997,2.64358,0,0,0,0,7664,7664,1089.76,0,0,267.647,267.647,0,156.379,199998,4.86627,0,0,0,0,3943.75,3943.75,421.424,0,0,229.734,229.734,0,0,504,98.8821,0,0,0,0,17489.7,17489.7,1664.01,0,0,575.189,575.189,0,444.114,199998,14.092,0,0,0,0
3541.12,3558,118.201,0,0,70.0767,70.0767,0,53.7784,299997,2.65013,0,0,0,0,7664,7664,306.361,0,0,234.245,234.245,0,214.045,199998,4.87559,0,0,0,0,3943.75,3943.75,196.576,0,0,260.358,260.358,0,0,504,99.1119,0,0,0,0,17489.7,17489.7,804.547,0,0,496.15,496.15,0,459.996,199998,14.1185,0,0,0,0
3555.52,3558,304.945,0,0,67.8135,67.8135,0,60.2625,299997,2.65425,0,0,0,0,7664,7664,1245.66,0,0,232.439,232.439,0,201.439,199998,4.88471,0,0,0,0,3943.75,3943.75,235.994,0,0,223.656,223.656,0,0,504,99.3051,0,0,0,0,17489.7,17489.7,1690.09,0,0,478.087,478.087,0,426.664,199998,14.143,0,0,0,0
3538.71,3558,77.4682,0,0,63.4119,63.4119,0,58.3162,299997,2.65811,0,0,0,0,7664,7664,309.85,0,0,221.423,221.423,0,199.886,199998,4.8934,0,0,0,0,3943.75,3943.75,90.4545,0,0,221.573,221.573,0,0,504,99.4966,0,0,0,0,17489.7,17489.7,414.749,0,0,460.6,460.6,0,411.131,199998,14.1665,0,0,0,0
3503,3558,80.382,0,0,58.0901,58.0901,0,54.5311,299997,2.66165,0,0,0,0,7664,7664,289.512,0,0,225.278,225.278,0,190.413,199998,4.90225,0,0,0,0,3943.75,3943.75,135.617,0,0,190.133,190.133,0,0,504,99.6609,0,0,0,0,17454.8,17489.7,604.209,0,0,465.254,465.254,0,396.093,199998,14.1903,0,0,0,0
3528.02,3558,122.364,0,0,61.1082,61.1082,0,51.3661,299997,2.66536,0,0,0,0,7664,7664,383.596,0,0,221.404,221.404,0,199.202,199998,4.91094,0,0,0,0,3943.75,3943.75,250.001,0,0,224.721,224.721,0,0,504,99.855,0,0,0,0,17299.7,17489.7,257.562,0,0,474.83,474.83,0,411.401,199998,14.2146,0,0,0,0
3555.86,3558,393.413,0,0,56.6431,56.6431,0,58.0528,299997,2.66871,0,0,0,0,7664,7664,422.283,0,0,253.925,253.925,0,210.334,199998,4.92092,0,0,0,0,3943.75,3943.75,325.996,0,0,178.721,178.721,0,0,504,100.009,0,0,0,0,17374.3,17489.7,592.028,0,0,467.514,467.514,0,451.089,199998,14.2393,0,0,0,0
3556.65,3558,170.675,0,0,47.5788,47.5788,0,53.811,299997,2.67152,0,0,0,0,7664,7664,210.056,0,0,213.581,213.581,0,241.229,199998,4.92931,0,0,0,0,3943.75,3943.75,108.419,0,0,196.894,196.894,0,0,504,100.179,0,0,0,0,17151.9,17489.7,228.103,0,0,446.936,446.936,0,444.139,199998,14.2628,0,0,0,0
3532.92,3558,59.4574,0,0,65.2597,65.2597,0,45.1999,299997,2.67537,0,0,0,0,7645.7,7664,218.442,0,0,266.608,266.608,0,202.902,199998,4.9398,0,0,0,0,3943.75,3943.75,126.663,0,0,272.601,272.601,0,0,504,100.415,0,0,0,0,16797.5,17489.7,316.501,0,0,569.925,569.925,0,424.589,199998,14.2928,0,0,0,0
3557.27,3558,293.226,0,0,50.5845,50.5845,0,61.9967,299997,2.67836,0,0,0,0,7664,7664,224.553,0,0,188.166,188.166,0,253.277,199998,4.94719,0,0,0,0,3943.75,3943.75,250.903,0,0,181.618,181.618,0,0,504,100.571,0,0,0,0,16742.2,17489.7,650.607,0,0,475.991,475.991,0,541.429,199998,14.3179,0,0,0,0
3558,3558,267.643,0,0,54.144,54.144,0,48.0552,299997,2.68155,0,0,0,0,7664,7664,530.174,0,0,241.565,241.565,0,178.758,199998,4.95669,0,0,0,0,3943.75,3943.75,285.003,0,0,208.471,208.471,0,0,504,100.751,0,0,0,0,17489.7,17489.7,1402.16,0,0,495.076,495.076,0,452.192,199998,14.344,0,0,0,0
3520.61,3558,70.9007,0,0,57.7013,57.7013,0,50.8949,299997,2.68499,0,0,0,0,7637.27,7664,199.008,0,0,200.385,200.385,0,227.069,199998,4.96441,0,0,0,2.26,3943.75,3943.75,128.312,0,0,212.96,212.96,0,0,504,100.935,0,0,0,17.2414,17278.1,17489.7,453.289,0,0,437.21,437.21,0,465.366,199998,14.3666,0,0,0,0
3537.47,3558,179.679,0,0,60.937,60.937,0,54.2387,299997,2.68862,0,0,0,0,7577.56,7664,200.218,0,0,232.782,232.782,0,188.36,199998,4.97338,0,0,0,0,3943.75,3943.75,146.893,0,0,217.446,217.446,0,0,504,101.122,0,0,0,0,17048.9,17489.7,361.581,0,0,479.589,479.589,0,410.973,199998,14.3914,0,0,0,0
3481.5,3558,37.7504,0,0,58.6892,58.6892,0,57.2802,299997,2.69211,0,0,0,0,7378.99,7664,50.9256,0,0,223.876,223.876,0,218.813,199998,4.98201,0,0,0,0,3943.75,3943.75,63.6342,0,0,204.716,204.716,0,0,504,101.298,0,0,0,0,16665.8,17489.7,149.491,0,0,520.773,520.773,0,450.809,199998,14.4183,0,0,0,0
3454.93,3558,105.991,0,0,61.3026,61.3026,0,55.1672,299997,2.69576,0,0,0,0,7217.54,7664,106.155,0,0,232.034,232.034,0,210.441,199998,4.99095,0,0,0,0,3929.4,3943.75,40.8946,0,0,224.588,224.588,0,0,504,101.492,0,0,0,0,16207.8,17489.7,131.754,0,0,528.535,528.535,0,489.521,199998,14.4456,0,0,0,0
3409.93,3558,38.8562,0,0,57.9572,57.9572,0,57.9782,299997,2.69921,0,0,0,0,7073.47,7664,75.011,0,0,213.503,213.503,0,219.451,199998,4.99918,0,0,0,0,3943.75,3943.75,50.3566,0,0,197.131,197.131,0,0,504,101.661,0,0,0,0,15824.6,17489.7,115.433,0,0,514.404,514.404,0,499.873,199998,14.4722,0,0,0,0
3349.42,3558,14.0552,0,0,56.7169,56.7169,0,55.0593,299997,2.70264,0,0,0,0,6858.37,7664,20.1089,0,0,227.406,227.406,0,202.828,199998,5.00806,0,0,0,0,3943.75,3943.75,72.013,0,0,200.226,200.226,0,0,504,101.836,0,0,0,0,15520.1,17489.7,285.063,0,0,488.66,488.66,0,488.684,199998,14.4987,0,0,0,0
3320.63,3558,76.9633,0,0,58.1461,58.1461,0,53.8811,299997,2.70615,0,0,0,0,6699.96,7664,102.769,0,0,230.262,230.262,0,216.036,199998,5.01705,0,0,0,0,3943.75,3943.75,126.05,0,0,188.121,188.121,0,0,504,102,0,0,0,0,15256,17489.7,221.737,0,0,513.342,513.342,0,464.227,199998,14.5265,0,0,0,0
3308.26,3558,89.6909,0,0,52.8412,52.8412,0,55.2388,299997,2.70935,0,0,0,0,6539.54,7664,62.779,0,0,219.432,219.432,0,218.749,199998,5.02561,0,0,0,0,3943.75,3943.75,81.4999,0,0,207.609,207.609,0,0,504,102.181,0,0,0,0,14982.7,17489.7,159.576,0,0,531.881,531.881,0,487.675,199998,14.5553,0,0,0,0
3376.87,3558,269.687,0,0,52.663,52.663,0,51.3986,299997,2.71253,0,0,0,0,6445.78,7664,161.218,0,0,219.939,219.939,0,213.442,199998,5.0342,0,0,0,0,3943.75,3943.75,336.997,0,0,229.927,229.927,0,0,504,102.382,0,0,0,0,15272.2,17489.7,669.03,0,0,481.711,481.711,0,517.361,199998,14.5814,0,0,0,0
3407.65,3558,182.23,0,0,57.6112,57.6112,0,52.1327,299997,2.71592,0,0,0,0,6275.13,7664,76.2933,0,0,239.38,239.38,0,217.724,199998,5.04318,0,0,0,0,3943.75,3943.75,162.922,0,0,203.219,203.219,0,0,504,102.551,0,0,0,0,15416.6,17489.7,513.377,0,0,518.845,518.845,0,476.86,199998,14.6089,0,0,0,0
3548.49,3558,399.594,0,0,55.8007,55.8007,0,57.0311,299997,2.7192,0,0,0,0,6266.18,7664,222.528,0,0,209.165,209.165,0,236.97,199998,5.05102,0,0,0,0,3943.75,3943.75,258.217,0,0,200.285,200.285,0,0,504,102.717,0,0,0,0,15589,17489.7,392.38,0,0,467.395,467.395,0,513.62,199998,14.6337,0,0,0,0
3480.13,3558,34.3813,0,0,70.0932,70.0932,0,55.2388,299997,2.72333,0,0,0,0,6044.41,7664,17.7738,0,0,212.632,212.632,0,207.058,199998,5.059,0,0,0,0,3943.75,3943.75,59.3939,0,0,193.854,193.854,0,0,504,102.878,0,0,0,0,15194.3,17489.7,243.215,0,0,438.712,438.712,0,462.689,199998,14.657,0,0,0,0
3553.15,3558,544.733,0,0,60.4069,60.4069,0,68.0198,299997,2.72689,0,0,0,0,6608.67,7664,833.26,0,0,240.846,240.846,0,206.343,199998,5.06803,0,0,0,0,3943.75,3943.75,203.347,0,0,204.532,204.532,0,0,504,103.047,0,0,0,0,15321.4,17489.7,876.631,0,0,416.399,416.399,0,425.735,199998,14.6791,0,0,0,0
3556.67,3558,351.412,0,0,64.9254,64.9254,0,52.5594,299997,2.73071,0,0,0,0,6926.33,7664,536.366,0,0,240.88,240.88,0,209.558,199998,5.07707,0,0,0,0,3943.75,3943.75,797.314,0,0,234.305,234.305,0,0,504,103.242,0,0,0,0,16929.9,17489.7,978.244,0,0,454.408,454.408,0,362.305,199998,14.7032,0,0,0,0
3558,3558,464.711,0,0,57.3193,57.3193,0,56.491,299997,2.73411,0,0,0,0,7543.63,7664,2188.42,0,0,239.035,239.035,0,209.588,199998,5.08621,0,0,0,0,3943.75,3943.75,770.085,0,0,236.207,236.207,0,0,504,103.444,0,0,0,0,17489.7,17489.7,983.874,0,0,506.456,506.456,0,395.375,199998,14.7296,0,0,0,0
3558,3558,464.711,0,0,63.1338,63.1338,0,49.8729,299997,2.73786,0,0,0,0,7609.87,7664,2188.42,0,0,244.724,244.724,0,207.982,199998,5.09557,0,0,0,0,3943.75,3943.75,770.085,0,0,227.921,227.921,0,0,504,103.64,0,0,0,0,17489.7,17489.7,983.874,0,0,573.441,573.441,0,440.662,199998,14.7596,0,0,0,0
3557.38,3558,111.399,0,0,57.4632,57.4632,0,54.932,299997,2.74127,0,0,0,0,7660.38,7664,741.288,0,0,328.876,328.876,0,212.932,199998,5.10815,0,0,0,0,3943.75,3943.75,536.777,0,0,268.865,268.865,0,0,504,103.87,0,0,0,0,17426.4,17489.7,411.816,0,0,474.558,474.558,0,498.946,199998,14.7844,0,0,0,0
3558,3558,282.271,0,0,66.6783,66.6783,0,44.0111,299997,2.74522,0,0,0,0,7664,7664,1006.52,0,0,313.11,313.11,0,251.886,199998,5.12012,0,0,0,0,3943.75,3943.75,365.522,0,0,349.739,349.739,0,0,504,104.17,0,0,0,0,17489.7,17489.7,600.095,0,0,637.315,637.315,0,363.464,199998,14.8177,0,0,0,0
3550.98,3558,108.614,0,0,67.2699,67.2699,0,50.0087,299997,2.75164,0,0,0,0,7664,7664,660.844,0,0,259.82,259.82,0,234.833,199998,5.12986,0,0,0,0,3943.75,3943.75,254.327,0,0,240.58,240.58,0,0,504,104.369,0,0,0,0,17489.7,17489.7,262.653,0,0,432.494,432.494,0,477.987,199998,14.8393,0,0,0,0
3558,3558,294.448,0,0,60.305,60.305,0,50.4524,299997,2.75739,0,0,0,0,7664,7664,947.356,0,0,290.58,290.58,0,194.865,199998,5.14075,0,0,0,0,3943.75,3943.75,270.3,0,0,369.418,369.418,0,0,504,104.675,0,0,0,0,17451.8,17489.7,838.692,0,0,697.625,697.625,0,324.371,199998,14.8741,0,0,0,0
