0volume,0s_area,0demand,0up_spill,0ww_inflow,0catch_inflow,0evap,0ds_spill,1volume,1demand,1up_spill,1ww_inflow,1catch_inflow,1evap,1ds_spill,1alloc_3,1alloc_4,2volume,2demand,2up_spill,2ww_inflow,2catch_inflow,2evap,2ds_spill,3volume,3s_area,3demand,3up_spill,3ww_inflow,3catch_inflow,3evap,3ds_spill,4volume,4s_area,4demand,4up_spill,4ww_inflow,4catch_inflow,4evap,4ds_spill,5volume,5s_area,5demand,5up_spill,5ww_inflow,5catch_inflow,5evap,5ds_spill,6volume,6demand,6up_spill,6ww_inflow,6catch_inflow,6evap,6ds_spill,6alloc_0,6alloc_1,6alloc_2,6alloc_3,6alloc_4,7volume,7demand,7up_spill,7ww_inflow,7catch_inflow,7evap,7ds_spill,8volume,8demand,8up_spill,8ww_inflow,8catch_inflow,8evap,8ds_spill,9volume,9demand,9up_spill,9ww_inflow,9catch_inflow,9evap,9ds_spill,10demand,10up_spill,10ww_inflow,10catch_inflow,10ds_spill,11volume,11s_area,11demand,11up_spill,11ww_inflow,11catch_inflow,11evap,11ds_spill,18demand,19demand
6349,1,235.146,0,0,480.435,-20.8628,266.151,14700,444.976,266.151,85.9675,1608.36,251.33,1264.17,14700,20000,2789.66,84.4444,0,0,777.352,25.1537,667.754,200,1,3.80894,0,0,5.99912,-0.195162,2.38534,2909,1,55.4011,0,0,156.977,-9.75811,111.334,449,1,8.55108,0,0,143.479,-4.13744,139.065,10297.6,203.677,252.785,106.56,4308.72,-272.056,4736.44,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,97.8268,0,97.8268,0,0,1532.78,0,791.587,0,2324.37,0,0,266.151,0,0,0,266.151,0,2324.37,0,1608.36,3932.73,0,1,0,9434.75,0,0,0,9434.75,15.4,63.7
6349,1,248.482,0,0,701.909,21.9843,431.443,14700,410.335,431.443,75.2585,2449.75,-147.585,2693.7,14700,20000,2789.66,77.8703,0,0,1192.9,-7.41244,1122.44,200,1,3.5245,0,0,8.79375,0.205653,5.0636,2909,1,51.2638,0,0,230.103,10.2827,168.557,449,1,7.91249,0,0,210.317,4.35985,198.045,10297.6,230.431,371.665,145.876,2855.35,286.68,2855.78,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,130.097,0,130.097,0,0,3080.2,0,1078.68,0,4158.88,0,0,431.443,0,0,0,431.443,0,4158.88,0,2449.75,6608.63,0,1,0,10716.9,0,0,0,10716.9,15.4,63.7
6349,1,244.344,0,0,2508.06,17.6009,2246.11,14700,460.831,2246.11,79.5265,3586.79,172.81,5278.78,14700,20000,2789.66,87.4533,0,0,994.837,-0.367842,907.751,200,1,3.62491,0,0,15.1425,0.164648,11.353,2909,1,52.7243,0,0,396.23,8.23242,335.273,449,1,8.13793,0,0,362.159,3.49055,350.531,10297.6,238.195,697.157,147.649,8332.46,229.52,8709.55,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,243.432,0,243.432,0,0,5635.19,0,850.233,0,6485.43,0,0,2246.11,0,0,0,2246.11,0,6485.43,0,3586.79,10072.2,0,1,0,19932.9,0,0,0,19932.9,15.4,63.7
6349,1,212.708,0,0,709.862,10.2061,486.948,14700,443.748,486.948,78.2024,1138.45,-57.2722,1317.13,14700,20000,2789.66,84.2112,0,0,1008.9,6.53866,918.151,200,1,3.48735,0,0,4.87165,0.0954737,1.28883,2909,1,50.7234,0,0,127.475,4.77368,71.9777,449,1,7.82909,0,0,116.514,2.02404,106.66,10297.6,208.117,179.927,147.257,11800.6,133.09,11786.6,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,261.963,0,261.963,0,0,1717.4,0,455.124,0,2172.52,0,0,486.948,0,0,0,486.948,0,2172.52,0,1138.45,3310.97,0,1,0,16277.7,0,0,0,16277.7,15.4,63.7
6349,1,218.755,0,0,371.664,30.7801,122.129,14700,443.469,122.129,68.0772,748.509,98.4808,396.765,14700,20000,2789.66,84.1584,0,0,240.342,13.6011,142.582,200,1,3.06734,0,0,4.20782,0.287933,0.852547,2909,1,44.6145,0,0,110.105,14.3967,51.0935,449,1,6.88618,0,0,100.637,6.10419,87.6467,10297.6,205.564,139.593,132.5,6528.91,401.379,6194.05,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,116.577,0,116.577,0,0,782.196,0,1790.61,0,2572.8,0,0,122.129,0,0,0,122.129,0,2572.8,0,748.509,3321.31,0,1,0,9774.52,0,0,0,9774.52,15.4,63.7
6349,1,203.274,0,0,357.432,17.2134,136.944,14477.9,365.785,136.944,76.0041,293.593,167.446,271.46,14477.9,19924,2789.66,69.4161,0,0,171.727,-3.96752,106.278,198.114,1,3.6648,0,0,1.94022,0.161024,0,2885.83,1,53.3046,0,0,50.7691,8.05119,12.579,449,1,8.22748,0,0,46.4036,3.4137,34.7624,10297.6,200.578,47.3414,142.58,2791.99,224.467,2556.86,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,61.8969,0,61.8969,0,0,693.42,0,1320.28,0,2013.7,0,0,136.944,0,0,0,136.944,0,2013.7,0,293.593,2307.29,0,1,0,5032.33,0,0,0,5032.33,15.4,63.7
6349,1,205.93,0,0,617.692,-4.90905,416.671,14700,331.73,416.671,75.1953,1487.08,-49.6104,1398.67,14700,20000,2789.66,63.9193,0,0,116.393,17.7208,34.7525,200,1,3.05734,0,0,6.24549,-0.0459219,1.34847,2909,1,44.5347,0,0,163.424,-2.2961,98.0193,449,1,6.92904,0,0,149.371,-0.973544,143.416,10297.6,217.491,242.784,155.677,2854.85,-64.0151,3099.83,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,72.5269,0,72.5269,0,0,1772.92,0,760.387,0,2533.31,0,0,416.671,0,0,0,416.671,0,2533.31,0,1487.08,4020.39,0,1,0,7227.5,0,0,0,7227.5,15.4,63.7
6349,1,212.736,0,0,617.889,10.8119,394.341,14700,347.874,394.341,76.1775,1529.03,-382.333,2034,14700,20000,2789.66,66.017,0,0,209.395,10.5522,132.826,200,1,3.129,0,0,4.57606,0.10114,1.34592,2909,1,45.5113,0,0,119.74,5.05702,69.1718,449,1,7.0246,0,0,109.444,2.14418,100.275,10297.6,218.976,170.793,147.797,3634.26,140.99,3592.89,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,217.931,0,217.931,0,0,2374.24,0,668.975,0,3043.22,0,0,394.341,0,0,0,394.341,0,3043.22,0,1529.03,4572.25,0,1,0,8515.89,0,0,0,8515.89,15.4,63.7
6349,1,196.748,0,0,701.391,10.6805,493.962,14700,302.605,493.962,78.6953,966.188,-275.803,1512.04,14700,20000,2789.66,57.4262,0,0,182.782,-7.42591,132.782,200,1,3.31494,0,0,4.49317,0.0999115,1.07832,2909,1,48.2158,0,0,117.571,4.99558,64.36,449,1,7.44204,0,0,107.462,2.11812,97.9016,10297.6,173.234,163.34,152.116,1792.76,139.277,1795.71,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,96.285,0,96.285,0,0,1867.97,0,193.724,0,2061.69,0,0,493.962,0,0,0,493.962,0,2061.69,0,966.188,3027.88,0,1,0,5052.65,0,0,0,5052.65,15.4,63.7
6349,1,181.465,0,0,316.277,-1.01618,135.829,14700,360.466,135.829,73.3398,731.492,240.13,340.065,14700,20000,2741.91,68.4067,0,0,52.0115,17.7772,13.58,199.691,1,3.06598,0,0,2.74766,-0.0095059,0,2909,1,44.5947,0,0,71.8972,-0.475295,27.7778,449,1,6.88313,0,0,65.7149,-0.201525,59.0333,10297.6,167.475,86.8111,152.781,1040.13,-13.2512,1125.5,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,44.9108,0,44.9108,0,0,658.422,0,472.195,0,1130.62,0,0,135.829,0,0,0,135.829,0,1130.62,0,731.492,1862.11,0,1,0,3046.1,0,0,0,3046.1,15.4,63.7
6349,1,200.864,0,0,525.104,11.8327,312.408,14700,332.428,312.408,68.9456,1013.91,-122.76,1185.59,14700,20000,2789.66,62.0059,0,0,214.241,-61.5687,166.052,200,1,2.90093,0,0,4.81405,0.11069,1.49362,2909,1,42.2593,0,0,125.968,5.53448,78.1739,449,1,6.52266,0,0,115.136,2.34662,106.267,10297.6,187.02,185.934,155.262,1551.81,154.301,1551.69,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,169.821,0,169.821,0,0,1593.02,0,313.139,0,1906.16,0,0,312.408,0,0,0,312.408,0,1906.16,0,1013.91,2920.07,0,1,0,4807.63,0,0,0,4807.63,15.4,63.7
6349,1,207.966,0,0,507.483,30.6901,268.827,14700,307.306,268.827,76.3162,821.716,160.837,698.716,14700,20000,2779.62,58.3183,0,0,83.2568,21.3985,13.58,200,1,3.01405,0,0,5.3958,0.287092,2.09466,2909,1,43.8393,0,0,141.19,14.3546,82.9963,449,1,6.76653,0,0,129.05,6.08634,116.197,10297.6,185.065,201.288,163.603,1289.06,400.206,1068.68,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,245.806,0,245.806,0,0,1073.43,0,596.254,0,1669.68,0,0,268.827,0,0,0,268.827,0,1669.68,0,821.716,2491.4,0,1,0,3819.46,0,0,0,3819.46,15.4,63.7
6334.03,1,187.183,0,0,220.112,20.7561,27.139,14299.3,352.741,27.139,79.0148,27.3964,246.752,271.46,14299.3,19663.3,2700.78,66.6997,0,0,14.8976,18.0042,9.03,199.975,1,2.34993,0,0,2.51937,0.194164,0,2909,1,34.1798,0,0,65.9235,9.70821,22.0355,449,1,5.2756,0,0,60.2549,4.11628,50.863,10297.6,175.652,72.8985,169.492,1776.41,270.665,1572.49,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,148.425,0,148.425,0,0,618.803,0,7477.26,0,8096.06,0,0,27.139,0,0,0,27.139,0,8096.06,0,27.3964,8123.46,0,1,0,9853.4,0,0,0,9853.4,15.4,63.7
6241.67,1,232.741,0,0,168.788,1.27598,27.139,14021.4,353.303,27.139,71.1183,65.0764,-14.6022,271.46,14021.4,19494.4,2726.52,66.7301,0,0,75.2463,-26.2497,9.03,199.466,1,3.23731,0,0,2.73958,0.0119362,0,2909,1,47.0925,0,0,71.6857,0.59681,23.9963,449,1,7.26866,0,0,65.5216,0.253047,57.9999,10297.6,193.959,81.9963,146.421,1539.05,16.6391,1556.87,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,56.1924,0,56.1924,0,0,669.928,0,1.28128,0,671.21,0,0,27.139,0,0,0,27.139,0,671.21,0,65.0764,736.286,0,1,0,2358.37,0,0,0,2358.37,15.4,63.7
6349,1,195.768,0,0,710.961,-23.5672,431.426,14488.3,340.087,431.426,88.4275,230.768,-833.495,271.46,14488.3,20000,2789.66,66.1314,0,0,152.146,-155.545,178.42,200,1,2.48704,0,0,12.4633,-0.22046,9.66232,2909,1,36.271,0,0,326.123,-11.023,300.875,449,1,5.59837,0,0,298.081,-4.67376,297.156,10297.6,159.893,607.693,187.395,1643.62,-307.322,2586.14,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,87.0907,0,87.0907,0,0,670.491,0,0.70653,0,671.198,0,0,431.426,0,0,0,431.426,0,671.198,0,230.768,901.966,0,1,0,3753.62,0,0,0,3753.62,15.4,63.7
6274.92,1,208.13,0,0,147.163,-14.0215,27.139,14061.6,360.781,27.139,76.3203,186.681,445.781,271.46,14061.6,19638.8,2789.66,69.4666,0,0,192.246,14.5656,108.213,199.433,1,2.59044,0,0,1.89245,-0.131165,0,2909,1,37.6779,0,0,49.519,-6.55823,18.3993,449,1,5.81553,0,0,45.261,-2.78069,42.2261,10297.6,171.412,60.6254,149.395,1582.81,-182.844,1804.26,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,16.1331,0,16.1331,0,0,653.301,0,0.14755,0,653.449,0,0,27.139,0,0,0,27.139,0,653.449,0,186.681,840.13,0,1,0,2768.74,0,0,0,2768.74,15.4,63.7
6137.86,1,208.351,0,0,30.773,-67.6576,27.139,13674,420.589,27.139,81.1394,49.0472,79.6017,271.46,13674,19412.2,2789.66,83.44,0,0,277.514,-50.4515,244.526,197.86,1,2.89574,0,0,0.68929,-0.632905,0,2903.86,1,42.2383,0,0,18.0364,-31.6453,12.579,449,1,6.51942,0,0,16.4855,-13.4176,23.3836,10297.6,167.029,35.9626,157.819,1455.77,-882.27,2364.8,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,42.9576,0,42.9576,0,0,675.889,0,0.89442,0,676.783,0,0,27.139,0,0,0,27.139,0,676.783,0,49.0472,725.83,0,1,0,3378.11,0,0,0,3378.11,15.4,63.7
6218.18,1,202.217,0,0,306.446,-3.23531,27.139,13529.2,385.525,27.139,81.2255,557.746,97.755,271.46,13529.2,19468.3,2789.66,78.6518,0,0,1173.73,-4.54337,1099.62,195.956,1,2.99082,0,0,1.05644,-0.0302648,0,2876.55,1,43.8945,0,0,27.6435,-1.51324,12.579,449,1,6.78703,0,0,25.2665,-0.641614,19.1211,10297.6,173.698,31.7001,163.176,2688.72,-42.1891,2752.08,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,75.7001,0,75.7001,0,0,745.243,0,0.77994,0,746.022,0,0,27.139,0,0,0,27.139,0,746.022,0,557.746,1303.77,0,1,0,5231.17,0,0,0,5231.17,15.4,63.7
6271.94,1,198.47,0,0,101.184,-178.185,27.139,13871,339.939,27.139,78.8342,669.098,-709.772,271.46,13871,20000,2789.66,70.0937,0,0,2250.16,-41.0064,2221.07,195.774,1,3.00102,0,0,1.15315,-1.66684,0,2909,1,44.0537,0,0,30.1741,-83.3421,37.0103,449,1,6.87634,0,0,27.5795,-35.3371,56.0403,10297.6,152.622,93.0505,161.699,2979.58,-2323.58,5405.28,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,171.198,0,171.198,0,0,707.781,0,1.31208,0,709.093,0,0,27.139,0,0,0,27.139,0,709.093,0,669.098,1378.19,0,1,0,9175.74,0,0,0,9175.74,15.4,63.7
6057.29,1,210.179,0,0,56.6134,33.9472,27.139,13990.8,336.304,27.139,80.6462,100.879,-518.902,271.46,13990.8,20000,2789.66,67.6359,0,0,294.396,-36.4303,263.19,193.003,1,2.84224,0,0,0.38783,0.317561,0,2848.46,1,42.2327,0,0,10.1483,15.878,12.579,445.025,1,6.51855,0,0,9.27565,6.73228,0,10297.6,163.278,12.579,158.067,1138.58,442.679,703.269,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,45.7324,0,45.7324,0,0,659.256,0,1.7996,0,661.056,0,0,27.139,0,0,0,27.139,0,661.056,0,100.879,761.935,0,1,0,1774.13,0,0,0,1774.13,15.4,63.7
6021.67,1,190.379,0,0,175.833,-6.06467,27.139,14599.9,358.394,27.139,88.311,707.799,-415.709,271.46,14599.9,20000,2789.66,71.4613,0,0,212.632,-34.0633,175.234,191.854,1,2.76419,0,0,1.55931,-0.0567322,0,2844.3,1,40.7958,0,0,40.8021,-2.83661,7,449,1,6.37367,0,0,37.2936,-1.20272,28.1475,10297.6,180.032,35.1475,160.373,3988.46,-79.0847,4083.03,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,87.6662,0,87.6662,0,0,655.203,0,35.3424,0,690.545,0,0,27.139,0,0,0,27.139,0,690.545,0,707.799,1398.34,0,1,0,5744.28,0,0,0,5744.28,15.4,63.7
5799.73,1,205.595,0,0,29.058,18.2599,27.139,14700,419.321,27.139,79.9917,129.684,-627.304,344.656,14700,20000,2739.76,80.1215,0,0,11.1813,-32.6193,13.58,189.227,1,2.75833,0,0,0.30159,0.170813,0,2790.18,1,40.8931,0,0,7.89169,8.54065,12.579,446.137,1,6.45536,0,0,7.21311,3.62124,0,10297.6,163.918,12.579,148.306,1361.39,238.113,1120.25,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,14.2445,0,14.2445,0,0,753.018,0,20.5655,0,773.584,0,0,27.139,0,0,0,27.139,0,773.584,0,129.684,903.268,0,1,0,2051.34,0,0,0,2051.34,15.4,63.7
5560.78,1,208.619,0,0,14.7863,17.9864,27.139,14524.5,411.723,27.139,86.385,27.6138,-366.576,271.46,14524.5,20000,2692.21,76.7362,0,0,22.096,-16.1181,9.03,186.741,1,2.73058,0,0,0.41266,0.168255,0,2745.3,1,40.2628,0,0,10.798,8.41273,7,446.001,1,6.43783,0,0,9.86947,3.567,0,10297.6,175.823,7,156.532,363.375,234.547,116.537,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,46.7056,0,46.7056,0,0,745.93,0,75.494,0,821.424,0,0,27.139,0,0,0,27.139,0,821.424,0,27.6138,849.038,0,1,0,1021.31,0,0,0,1021.31,15.4,63.7
5374.32,1,203.826,0,0,61.1729,16.6632,27.139,14403.8,350.059,27.139,77.7836,199.089,-196.773,271.46,14403.8,20000,2648.43,64.8855,0,0,16.2047,-13.9316,9.03,184.431,1,2.65665,0,0,0.5029,0.155877,0,2701.11,1,39.0558,0,0,13.1592,7.79383,10.5,448.379,1,6.34499,0,0,12.0276,3.30458,0,10297.6,190.859,10.5,173.222,412.654,217.292,188.225,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,47.6006,0,47.6006,0,0,746.584,0,28.0725,0,774.657,0,0,27.139,0,0,0,27.139,0,774.657,0,199.089,973.746,0,1,0,1218.6,0,0,0,1218.6,15.4,63.7
5204.02,1,209.742,0,0,84.0399,17.4535,27.139,14700,381.282,27.139,69.3131,561.69,-865.272,845.93,14700,20000,2660.54,70.1063,0,0,23.9222,-67.331,9.03,182.407,1,2.72894,0,0,0.86847,0.16327,0,2663.13,1,39.9671,0,0,22.725,8.16348,12.579,449,1,6.63445,0,0,20.771,3.46131,10.0544,10297.6,188.936,22.6334,180.034,577.542,227.598,363.676,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,24.4269,0,24.4269,0,0,1256.7,0,80.5402,0,1337.24,0,0,27.139,0,0,0,27.139,0,1337.24,0,561.69,1898.93,0,1,0,2296.06,0,0,0,2296.06,15.4,63.7
5111.54,1,190.836,0,0,136.097,10.6098,27.139,14700,359.121,27.139,71.3249,1242.05,-688.391,1669.79,14700,20000,2641.57,64.9971,0,0,28.8526,-26.2021,9.03,180.997,1,2.89773,0,0,1.58673,0.0992495,0,2644.8,1,42.3066,0,0,41.5195,4.96248,12.579,449,1,7.13283,0,0,37.9494,2.10409,28.7124,10297.6,190.894,41.2914,185.139,1683.7,138.354,1580.89,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,36.7091,0,36.7091,0,0,2116.63,0,98.0144,0,2214.64,0,0,27.139,0,0,0,27.139,0,2214.64,0,1242.05,3456.7,0,1,0,5083.32,0,0,0,5083.32,15.4,63.7
5771.48,1,214.967,0,0,924.662,22.61,27.139,14700,365.597,27.139,64.8955,7725.17,-662.969,8114.57,14700,20000,2789.66,65.6974,0,0,182.867,-96.3934,65.4748,180.9,1,2.94033,0,0,3.0552,0.211506,0,2658.62,1,42.9653,0,0,79.9443,10.5753,12.579,449,1,7.29409,0,0,73.0701,4.48393,61.2921,10297.6,183.272,73.8711,175.828,7319.12,294.84,7090.71,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,157.257,0,157.257,0,0,8534.42,0,0.34199,0,8534.76,0,0,27.139,0,0,0,27.139,0,8534.76,0,7725.17,16259.9,0,1,0,23573.4,0,0,0,23573.4,15.4,63.7
5635.72,1,216.383,0,0,78.1705,-29.5905,27.139,14700,400.926,27.139,72.1623,3839.92,-334.832,3873.13,14700,20000,2787.45,76.0849,0,0,63.3346,-24.1244,13.58,179.506,1,2.45869,0,0,0.78722,-0.276805,0,2644.35,1,36.1344,0,0,20.5988,-13.8403,12.579,449,1,6.10254,0,0,18.8276,-5.86827,18.5933,10297.6,155.876,31.1723,188.072,1441.2,-385.867,1890.44,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,32.6915,0,32.6915,0,0,4291.67,0,3.31841,0,4294.98,0,0,27.139,0,0,0,27.139,0,4294.98,0,3839.92,8134.91,0,1,0,10071.6,0,0,0,10071.6,15.4,63.7
5461.76,1,212.112,0,0,74.9102,9.62067,27.139,14700,382.916,27.139,67.0853,8067.56,-8.69402,7787.56,14700,20000,2789.66,72.6096,0,0,154.27,-5.79223,85.2472,177.286,1,2.55312,0,0,0.42365,0.0899969,0,2600.75,1,37.6107,0,0,11.0856,4.49985,12.579,449,1,6.38615,0,0,10.1324,1.90793,1.83828,10297.6,188.436,14.4173,160.077,1628.93,125.456,1489.53,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,39.9288,0,39.9288,0,0,8202.6,0,7.29236,0,8209.9,0,0,27.139,0,0,0,27.139,0,8209.9,0,8067.56,16277.5,0,1,0,17892.2,0,0,0,17892.2,15.4,63.7
5310.15,1,216.11,0,0,109.319,17.6823,27.139,14700,379.633,27.139,65.761,2636.71,-213.339,2563.32,14700,20000,2789.66,72.044,0,0,124.243,-16.9113,69.1099,175.047,1,3.07729,0,0,1.00363,0.16541,0,2563.09,1,45.143,0,0,26.2616,8.27049,10.5,449,1,7.79362,0,0,24.0035,3.50669,12.7031,10297.6,188.98,23.2031,159.298,1746.6,230.581,1509.54,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,41.5583,0,41.5583,0,0,2959.66,0,8.31376,0,2967.98,0,0,27.139,0,0,0,27.139,0,2967.98,0,2636.71,5604.69,0,1,0,7224.9,0,0,0,7224.9,15.4,63.7
5094.02,1,225.765,0,0,63.4675,26.6877,27.139,14463.5,413.528,27.139,67.0005,212.842,-110.998,271.46,14463.5,19969.5,2789.66,78.4764,0,0,90.7429,-22.6152,34.8817,172.429,1,3.07404,0,0,0.7057,0.249651,0,2511.49,1,45.0111,0,0,18.4657,12.4826,12.579,449,1,7.88499,0,0,16.8779,5.29261,3.7003,10297.6,180.422,16.2793,169.772,1611.98,348.014,1269.6,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,59.6175,0,59.6175,0,0,664.46,0,6.69855,0,671.158,0,0,27.139,0,0,0,27.139,0,671.158,0,212.842,884.001,0,1,0,2248.1,0,0,0,2248.1,15.4,63.7
4886.01,1,217.66,0,0,63.4675,26.6877,27.139,14234,407.71,27.139,69.9941,212.842,-110.53,271.46,14234,19940.4,2789.66,78.6373,0,0,90.7429,-22.6152,34.7208,170.278,1,2.60685,0,0,0.7057,0.249651,0,2466.92,1,37.9696,0,0,18.4657,12.4826,12.579,449,1,6.78815,0,0,16.8779,5.29261,4.79715,10297.6,191.683,17.3761,175.141,1611.98,348.014,1264.8,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,59.6175,0,59.6175,0,0,699.548,0,6.69855,0,706.247,0,0,27.139,0,0,0,27.139,0,706.247,0,212.842,919.089,0,1,0,2278.23,0,0,0,2278.23,15.4,63.7
4682.14,1,213.337,0,0,58.0952,21.4795,27.139,14505.9,391.603,27.139,56.1845,884.159,-27.1554,271.46,14505.9,20000,2789.66,76.7487,0,0,87.0792,-8.32595,18.6564,167.613,1,2.90689,0,0,0.44272,0.200931,0,2413.77,1,42.1139,0,0,11.5844,10.0465,12.579,447.664,1,7.66507,0,0,10.5883,4.25973,0,10297.6,203.839,12.579,146.798,2838.88,280.097,2514.32,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,115.571,0,115.571,0,0,643.954,0,9.20967,0,653.163,0,0,27.139,0,0,0,27.139,0,653.163,0,884.159,1537.32,0,1,0,4185.87,0,0,0,4185.87,15.4,63.7
4591.64,1,223.159,0,0,175.32,15.5277,27.139,14700,379.828,27.139,53.3343,1910.86,-269.5,1686.91,14700,20000,2789.66,73.0455,0,0,166.405,-13.922,107.282,165.06,1,3.14811,0,0,0.73988,0.145254,0,2370.03,1,45.3353,0,0,19.3602,7.2627,10.5,449,1,8.408,0,0,17.6955,3.07939,4.87163,10297.6,291.6,15.3716,146.183,4013.01,202.484,3680.48,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,300.627,0,300.627,0,0,2038.17,0,38.8291,0,2077,0,0,27.139,0,0,0,27.139,0,2077,0,1910.86,3987.87,0,1,0,8076.26,0,0,0,8076.26,15.4,63.7
5592.74,1,212.753,0,0,1232.44,-8.55189,27.139,14700,467.31,27.139,55.7898,32803.6,-662.029,33081.3,14700,20000,2789.66,88.6827,0,0,242.112,-53.2061,206.635,168.445,1,3.53951,0,0,6.84448,-0.079999,0,2489.72,1,50.8225,0,0,179.097,-3.99995,12.579,449,1,9.62827,0,0,163.697,-1.69598,155.765,10297.6,251.691,168.344,154.248,13401.9,-111.519,13584.4,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,242.331,0,242.331,0,0,33420.9,0,16.7496,0,33437.7,0,0,27.139,0,0,0,27.139,0,33437.7,0,32803.6,66241.3,0,1,0,80274.6,0,0,0,80274.6,15.4,63.7
6349,1,236.506,0,0,1612.28,23.4649,596.048,14700,364.427,596.048,53.1882,37602.6,-243.995,38131.4,14700,20000,2789.66,69.1582,0,0,503.54,-10.8156,445.197,173.105,1,2.85094,0,0,7.73104,0.219503,0,2626.33,1,42.1388,0,0,202.295,10.9752,12.579,449,1,7.59936,0,0,184.901,4.65347,172.648,10297.6,284.645,185.227,154.369,12529.5,305.987,12278.5,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,437.98,0,437.98,0,0,38548.4,0,1.12901,0,38549.6,0,0,596.048,0,0,0,596.048,0,38549.6,0,37602.6,76152.2,0,1,0,89313.8,0,0,0,89313.8,15.4,63.7
6349,1,293.143,0,0,804.37,6.36133,504.866,14700,503.224,504.866,57.0169,89476.1,-245.031,89779.8,14700,20000,2789.66,95.4983,0,0,426.927,-28.4597,359.889,174.241,1,3.99752,0,0,5.19258,0.0595073,0,2686,1,60.6498,0,0,135.873,2.97536,12.579,449,1,10.3688,0,0,124.189,1.26155,112.559,10297.6,186.268,125.138,150.898,12093.4,82.9532,12100.3,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,599.813,0,599.813,0,0,90091.6,0,1.2605,0,90092.9,0,0,504.866,0,0,0,504.866,0,90092.9,0,89476.1,179569,0,1,0,192629,0,0,0,192629,15.4,63.7
6349,1,238.221,0,0,853.051,15.6947,599.135,14700,456.39,599.135,67.4141,26850.1,-223.319,27283.6,14700,20000,2789.66,86.6105,0,0,470.616,-15.5753,399.581,174.453,1,3.8856,0,0,4.2442,0.146817,0,2717.23,1,59.8981,0,0,111.057,7.34085,12.579,449,1,10.0128,0,0,101.507,3.11252,88.3818,10297.6,226.053,100.961,182.916,23244.9,204.663,23098.1,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,649.11,0,649.11,0,0,27690.7,0,16.0711,0,27706.7,0,0,599.135,0,0,0,599.135,0,27706.7,0,26850.1,54556.8,0,1,0,78703.6,0,0,0,78703.6,15.4,63.7
6349,1,285.256,0,0,362.124,-16.0248,92.8922,14700,467.374,92.8922,54.7837,34143.8,-38.1455,33862.3,14700,20000,2789.66,88.6948,0,0,284.481,-4.27233,200.059,174.502,1,3.29192,0,0,3.19128,-0.149905,0,2744.38,1,51.2741,0,0,83.5051,-7.49524,12.579,449,1,8.47262,0,0,76.3247,-3.17798,71.0301,10297.6,228.483,83.6091,157.373,16823.6,-208.967,17045.1,2460.63,1814.57,3943.75,2078.61,35451.4,0,0,0,0,587.447,0,587.447,0,0,34231.5,0,1.32221,0,34232.8,0,0,92.8922,0,0,0,92.8922,0,34232.8,0,34143.8,68376.6,0,1,0,86209.2,0,0,0,86209.2,15.4,63.7
