0volume,0s_area,0demand,0up_spill,0ww_inflow,0catch_inflow,0evap,0ds_spill,1volume,1demand,1up_spill,1ww_inflow,1catch_inflow,1evap,1ds_spill,1alloc_0,1alloc_1,1alloc_2,1alloc_3,2volume,2demand,2up_spill,2ww_inflow,2catch_inflow,2evap,2ds_spill,2alloc_1,2alloc_2,2alloc_3,3volume,3demand,3up_spill,3ww_inflow,3catch_inflow,3evap,3ds_spill,4volume,4demand,4up_spill,4ww_inflow,4catch_inflow,4evap,4ds_spill,5volume,5s_area,5demand,5up_spill,5ww_inflow,5catch_inflow,5evap,5ds_spill,8demand
649,1,11.8181,0,0,133.802,3.81951,118.165,10300,131.292,118.165,0,2388.3,239.838,2135.33,7210,2060,1030,30825,23839,540.571,140.515,0,3829.06,-634.175,4063.18,6913.31,16925.7,20000,0,0,0,0,140.515,0,140.515,0,0,4063.18,0,112.77,0,4175.95,0,1,0,6311.28,0,0,0,6311.28,20
649,1,11.2672,0,0,497.715,2.17014,484.278,10300,125.172,484.278,0,9868.4,136.269,10091.2,7210,2060,1030,30825,23839,506.752,522.684,0,13481.1,-132.53,13629.6,6913.31,16925.7,20000,0,0,0,0,522.684,0,522.684,0,0,13629.6,0,379.88,0,14009.5,0,1,0,24100.7,0,0,0,24100.7,20
649,1,11.6665,0,0,613.937,-6.99278,609.263,10300,129.608,609.263,0,11700,-439.096,12618.8,7210,2060,1030,30825,23839,603.236,644.736,0,15918.8,-253.602,16213.9,6913.31,16925.7,20000,0,0,0,0,644.736,0,644.736,0,0,16213.9,0,761.9,0,16975.8,0,1,0,29594.6,0,0,0,29594.6,20
649,1,13.8498,0,0,106.175,-0.78366,93.1087,10300,153.863,93.1087,0,1794.7,-49.2082,1783.15,7210,2060,1030,30825,23839,594.077,111.501,0,2552.2,112.521,1957.1,6913.31,16925.7,20000,0,0,0,0,111.501,0,111.501,0,0,1957.1,0,153.37,0,2110.47,0,1,0,3893.63,0,0,0,3893.63,20
649,1,11.9993,0,0,512.187,3.43612,496.752,10300,133.305,496.752,0,9467.4,215.763,9615.08,7210,2060,1030,30825,23839,587.504,537.882,0,13062,-338.162,13350.6,6913.31,16925.7,20000,0,0,0,0,537.882,0,537.882,0,0,13350.6,0,670.33,0,14020.9,0,1,0,23636,0,0,0,23636,20
649,1,12.8113,0,0,114.786,-1.32621,103.301,10300,142.326,103.301,0,1600.1,-83.2762,1644.35,7210,2060,1030,30825,23839,592.372,120.545,0,2532.04,-66.3294,2126.54,6913.31,16925.7,20000,0,0,0,0,120.545,0,120.545,0,0,2126.54,0,271.49,0,2398.03,0,1,0,4042.38,0,0,0,4042.38,20
649,1,12.041,0,0,109.135,3.97868,93.1154,10300,133.768,93.1154,0,1532.1,249.833,1241.61,7210,2060,1030,30825,23839,596.388,114.61,0,2385.97,51.3872,1852.81,6913.31,16925.7,20000,0,0,0,0,114.61,0,114.61,0,0,1852.81,0,205.55,0,2058.36,0,1,0,3299.97,0,0,0,3299.97,20
649,1,10.6115,0,0,87.0987,-0.120564,76.6078,10300,117.888,76.6078,0,1175.7,-7.57053,1141.99,7210,2060,1030,30825,23839,594.281,91.4682,0,1862.48,88.7234,1270.94,6913.31,16925.7,20000,0,0,0,0,91.4682,0,91.4682,0,0,1270.94,0,137.76,0,1408.7,0,1,0,2550.69,0,0,0,2550.69,20
649,1,13.1957,0,0,108.387,-9.3775,104.569,10300,146.596,104.569,0,1511.6,-588.84,2058.41,7210,2060,1030,30825,23839,599.319,113.825,0,2435.24,-75.6436,2025.39,6913.31,16925.7,20000,0,0,0,0,113.825,0,113.825,0,0,2025.39,0,174.77,0,2200.16,0,1,0,4258.57,0,0,0,4258.57,20
649,1,12.0454,0,0,75.6539,0.798212,62.8104,10300,133.817,62.8104,0,1290.18,50.122,1169.05,7210,2060,1030,30825,23839,570.379,79.4493,0,2109.76,-43.0857,1661.91,6913.31,16925.7,20000,0,0,0,0,79.4493,0,79.4493,0,0,1661.91,0,322.326,0,1984.24,0,1,0,3153.29,0,0,0,3153.29,20
