0volume,0s_area,0demand,0up_spill,0ww_inflow,0catch_inflow,0evap,0ds_spill,1volume,1demand,1up_spill,1ww_inflow,1catch_inflow,1evap,1ds_spill,1alloc_0,1alloc_1,1alloc_2,1alloc_3,2volume,2demand,2up_spill,2ww_inflow,2catch_inflow,2evap,2ds_spill,2alloc_1,2alloc_2,2alloc_3,3volume,3demand,3up_spill,3ww_inflow,3catch_inflow,3evap,3ds_spill,4volume,4demand,4up_spill,4ww_inflow,4catch_inflow,4evap,4ds_spill,5volume,5s_area,5demand,5up_spill,5ww_inflow,5catch_inflow,5evap,5ds_spill,8demand
649,1,10.8478,0,0,133.802,3.81951,119.135,10300,120.512,119.135,0,2388.3,239.838,2147.09,7210,2060,1030,30825,23839,553.255,140.515,0,3829.06,-634.175,4050.49,6913.31,16925.7,20000,0,0,0,0,140.515,0,140.515,0,0,4050.49,0,112.77,0,4163.26,0,1,0,6310.35,0,0,0,6310.35,20
649,1,11.882,0,0,497.715,2.17014,483.663,10300,132.001,483.663,0,9868.4,136.269,10083.8,7210,2060,1030,30825,23839,559.216,522.684,0,13481.1,-132.53,13577.1,6913.31,16925.7,20000,0,0,0,0,522.684,0,522.684,0,0,13577.1,0,379.88,0,13957,0,1,0,24040.8,0,0,0,24040.8,20
649,1,12.0594,0,0,613.937,-6.99278,608.87,10300,133.973,608.87,0,11700,-439.096,12614,7210,2060,1030,30825,23839,555.935,644.736,0,15918.8,-253.602,16261.2,6913.31,16925.7,20000,0,0,0,0,644.736,0,644.736,0,0,16261.2,0,761.9,0,17023.1,0,1,0,29637.1,0,0,0,29637.1,20
649,1,10.9453,0,0,106.175,-0.78366,96.0132,10300,121.596,96.0132,0,1794.7,-49.2082,1818.33,7210,2060,1030,30825,23839,563.175,111.501,0,2552.2,112.521,1988,6913.31,16925.7,20000,0,0,0,0,111.501,0,111.501,0,0,1988,0,153.37,0,2141.37,0,1,0,3959.7,0,0,0,3959.7,20
649,1,11.6226,0,0,512.187,3.43612,497.128,10300,129.12,497.128,0,9467.4,215.763,9619.65,7210,2060,1030,30825,23839,580.542,537.882,0,13062,-338.162,13357.5,6913.31,16925.7,20000,0,0,0,0,537.882,0,537.882,0,0,13357.5,0,670.33,0,14027.8,0,1,0,23647.5,0,0,0,23647.5,20
649,1,11.6851,0,0,114.786,-1.32621,104.427,10300,129.814,104.427,0,1600.1,-83.2762,1657.99,7210,2060,1030,30825,23839,577.697,120.545,0,2532.04,-66.3294,2141.22,6913.31,16925.7,20000,0,0,0,0,120.545,0,120.545,0,0,2141.22,0,271.49,0,2412.71,0,1,0,4070.7,0,0,0,4070.7,20
649,1,11.517,0,0,109.135,3.97868,93.6393,10300,127.947,93.6393,0,1532.1,249.833,1247.96,7210,2060,1030,30825,23839,580.311,114.61,0,2385.97,51.3872,1868.88,6913.31,16925.7,20000,0,0,0,0,114.61,0,114.61,0,0,1868.88,0,205.55,0,2074.43,0,1,0,3322.39,0,0,0,3322.39,20
649,1,12.1652,0,0,87.0987,-0.120564,75.0541,10300,135.148,75.0541,0,1175.7,-7.57053,1123.18,7210,2060,1030,30825,23839,526.112,91.4682,0,1862.48,88.7234,1339.11,6913.31,16925.7,20000,0,0,0,0,91.4682,0,91.4682,0,0,1339.11,0,137.76,0,1476.87,0,1,0,2600.05,0,0,0,2600.05,20
649,1,12.004,0,0,108.387,-9.3775,105.761,10300,133.357,105.761,0,1511.6,-588.84,2072.84,7210,2060,1030,30825,23839,601.126,113.825,0,2435.24,-75.6436,2023.58,6913.31,16925.7,20000,0,0,0,0,113.825,0,113.825,0,0,2023.58,0,174.77,0,2198.35,0,1,0,4271.2,0,0,0,4271.2,20
649,1,13.7704,0,0,101.203,-6.51949,93.9521,10300,152.981,93.9521,0,2765.86,-409.377,3116.21,7210,2060,1030,30825,23839,549.592,106.28,0,4155.74,-28.1246,3740.55,6913.31,16925.7,20000,0,0,0,0,106.28,0,106.28,0,0,3740.55,0,351.632,0,4092.18,0,1,0,7208.4,0,0,0,7208.4,20
649,1,13.5375,0,0,52.7664,-1.87911,41.108,10300,150.393,41.108,0,2963.88,-117.995,2972.59,7210,2060,1030,30825,23839,543.497,55.4135,0,3659.96,157.572,3014.3,6913.31,16925.7,20000,0,0,0,0,55.4135,0,55.4135,0,0,3014.3,0,294.722,0,3309.02,0,1,0,6281.61,0,0,0,6281.61,20
649,1,12.3239,0,0,57.5752,-3.8816,49.133,10300,136.911,49.133,0,3739.39,-243.737,3895.35,7210,2060,1030,30825,23839,580.321,60.4636,0,4406.15,-236.756,4123.05,6913.31,16925.7,20000,0,0,0,0,60.4636,0,60.4636,0,0,4123.05,0,736.574,0,4859.62,0,1,0,8754.97,0,0,0,8754.97,20
649,1,11.9977,0,0,62.8226,-4.6987,55.5236,10300,133.287,55.5236,0,2776.61,-295.044,2993.89,7210,2060,1030,30825,23839,573.211,65.9742,0,3459.11,-46.5782,2998.46,6913.31,16925.7,20000,0,0,0,0,65.9742,0,65.9742,0,0,2998.46,0,340.065,0,3338.52,0,1,0,6332.41,0,0,0,6332.41,20
649,1,11.9356,0,0,46.3326,-3.57494,37.9719,10300,132.598,37.9719,0,1355.78,-224.48,1485.63,7210,2060,1030,30825,23839,588.195,48.657,0,2154.7,-182.347,1797.51,6913.31,16925.7,20000,0,0,0,0,48.657,0,48.657,0,0,1797.51,0,221.262,0,2018.77,0,1,0,3504.41,0,0,0,3504.41,20
649,1,11.3463,0,0,155.082,-0.648267,144.384,10300,126.05,144.384,0,5035.24,-40.7065,5094.28,7210,2060,1030,30825,23839,583.919,162.863,0,7613.52,124.425,7068.04,6913.31,16925.7,20000,0,0,0,0,162.863,0,162.863,0,0,7068.04,0,366.775,0,7434.81,0,1,0,12529.1,0,0,0,12529.1,20
649,1,13.6477,0,0,242.42,-2.82948,231.602,10300,151.618,231.602,0,6609.31,-177.671,6866.97,7210,2060,1030,30825,23839,604.336,254.582,0,8627.68,-282.217,8560.14,6913.31,16925.7,20000,0,0,0,0,254.582,0,254.582,0,0,8560.14,0,526.103,0,9086.24,0,1,0,15953.2,0,0,0,15953.2,20
649,1,14.5128,0,0,246.046,-4.43687,235.97,10300,161.228,235.97,0,5518.35,-278.603,5871.7,7210,2060,1030,30825,23839,616.549,258.389,0,8069.67,-90.9479,7802.46,6913.31,16925.7,20000,0,0,0,0,258.389,0,258.389,0,0,7802.46,0,752.019,0,8554.48,0,1,0,14426.2,0,0,0,14426.2,20
649,1,14.3246,0,0,189.326,0.0302342,174.971,10300,159.138,174.971,0,3879.04,1.89849,3892.98,7210,2060,1030,30825,23839,615.054,198.824,0,5809.05,82.5296,5310.29,6913.31,16925.7,20000,0,0,0,0,198.824,0,198.824,0,0,5310.29,0,451.304,0,5761.59,0,1,0,9654.57,0,0,0,9654.57,20
649,1,14.1231,0,0,146.025,-2.62273,134.524,10300,156.899,134.524,0,2853.03,-164.688,2995.34,7210,2060,1030,30825,23839,600.37,153.35,0,4150.09,-156.83,3859.9,6913.31,16925.7,20000,0,0,0,0,153.35,0,153.35,0,0,3859.9,0,393.842,0,4253.74,0,1,0,7249.08,0,0,0,7249.08,20
649,1,14.5939,0,0,104.511,-7.08533,97.0019,10300,162.13,97.0019,0,7606.93,-444.908,7986.71,7210,2060,1030,30825,23839,617.955,109.754,0,8953.94,207.59,8238.14,6913.31,16925.7,20000,0,0,0,0,109.754,0,109.754,0,0,8238.14,0,403.296,0,8641.44,0,1,0,16628.1,0,0,0,16628.1,20
649,1,15.1915,0,0,143.226,-2.63917,130.674,10300,168.768,130.674,0,4487.79,-165.721,4615.41,7210,2060,1030,30825,23839,739.875,150.412,0,6735.19,-107.245,6252.97,6913.31,16925.7,20000,0,0,0,0,150.412,0,150.412,0,0,6252.97,0,893.432,0,7146.4,0,1,0,11761.8,0,0,0,11761.8,20
649,1,19.406,0,0,182.029,-5.49336,168.116,10300,215.589,168.116,0,17378.5,-344.943,17676,7210,2060,1030,30825,23839,684.035,191.161,0,20070.4,-290.723,19868.3,6913.31,16925.7,20000,0,0,0,0,191.161,0,191.161,0,0,19868.3,0,464.253,0,20332.5,0,1,0,38008.6,0,0,0,38008.6,20
649,1,15.9254,0,0,185.154,-16.7607,185.989,10300,176.922,185.989,0,18608.6,-1052.45,19670.1,7210,2060,1030,30825,23839,696.054,194.442,0,21664.3,44.0048,21118.7,6913.31,16925.7,20000,0,0,0,0,194.442,0,194.442,0,0,21118.7,0,377.613,0,21496.3,0,1,0,41166.4,0,0,0,41166.4,20
649,1,12.5463,0,0,190.256,-0.0461449,177.755,10300,139.382,177.755,0,15653.3,-2.89757,15694.6,7210,2060,1030,30825,23839,637.249,199.8,0,18858.3,124.333,18296.6,6913.31,16925.7,20000,0,0,0,0,199.8,0,199.8,0,0,18296.6,0,473.383,0,18769.9,0,1,0,34464.5,0,0,0,34464.5,20
649,1,14.7777,0,0,101.939,2.22368,84.9375,10300,164.171,84.9375,0,2884.23,139.631,2665.37,7210,2060,1030,30825,23839,646.069,107.053,0,3906.86,-170.774,3538.62,6913.31,16925.7,20000,0,0,0,0,107.053,0,107.053,0,0,3538.62,0,262.301,0,3800.92,0,1,0,6466.29,0,0,0,6466.29,20
649,1,15.9554,0,0,64.7505,0.387845,48.4072,10300,177.255,48.4072,0,3259.77,24.3539,3106.57,7210,2060,1030,30825,23839,724.817,67.9988,0,4519.33,-126.715,3989.22,6913.31,16925.7,20000,0,0,0,0,67.9988,0,67.9988,0,0,3989.22,0,467.668,0,4456.89,0,1,0,7563.46,0,0,0,7563.46,20
649,1,17.4216,0,0,50.4626,-1.56003,34.601,10300,193.543,34.601,0,849.376,-97.9588,788.393,7210,2060,1030,30825,23839,715.042,52.9942,0,1623.5,188.402,773.053,6913.31,16925.7,20000,0,0,0,0,52.9942,0,52.9942,0,0,773.053,0,104.524,0,877.577,0,1,0,1665.97,0,0,0,1665.97,20
649,1,16.8315,0,0,50.8392,0.78027,33.2274,10300,186.987,33.2274,0,2203.27,48.9953,2000.52,7210,2060,1030,30825,23839,697,53.3896,0,3045.64,-480.76,2882.79,6913.31,16925.7,20000,0,0,0,0,53.3896,0,53.3896,0,0,2882.79,0,114.01,0,2996.8,0,1,0,4997.32,0,0,0,4997.32,20
649,1,15.7332,0,0,47.0735,-0.864837,32.2051,10300,174.786,32.2051,0,1947.86,-54.3055,1859.58,7210,2060,1030,30825,23839,837.808,49.435,0,2620.32,-115.2,1947.15,6913.31,16925.7,20000,0,0,0,0,49.435,0,49.435,0,0,1947.15,0,79.4918,0,2026.64,0,1,0,3886.22,0,0,0,3886.22,20
649,1,16.9088,0,0,32.312,1.13412,14.2691,10300,187.846,14.2691,0,636.151,71.2146,391.359,7210,2060,1030,30825,23839,751.007,33.933,0,1009.96,-326.263,619.147,6913.31,16925.7,20000,0,0,0,0,33.933,0,33.933,0,0,619.147,0,79.1211,0,698.268,0,1,0,1089.63,0,0,0,1089.63,20
649,1,15.1527,0,0,122.784,5.01869,102.613,10300,168.338,102.613,0,7179.23,315.138,6798.37,7210,2060,1030,30825,23839,669.404,128.944,0,8119.97,122.117,7457.39,6913.31,16925.7,20000,0,0,0,0,128.944,0,128.944,0,0,7457.39,0,136.749,0,7594.14,0,1,0,14392.5,0,0,0,14392.5,20
649,1,18.8531,0,0,102.907,4.83126,79.223,10300,209.446,79.223,0,7098.61,303.368,6665.02,7210,2060,1030,30825,23839,732.717,108.07,0,8231.94,273.418,7333.88,6913.31,16925.7,20000,0,0,0,0,108.07,0,108.07,0,0,7333.88,0,256.693,0,7590.57,0,1,0,14255.6,0,0,0,14255.6,20
