0volume,0s_area,0demand,0up_spill,0ww_inflow,0catch_inflow,0evap,0ds_spill,1volume,1demand,1up_spill,1ww_inflow,1catch_inflow,1evap,1ds_spill,1alloc_0,1alloc_1,1alloc_2,1alloc_3,2volume,2demand,2up_spill,2ww_inflow,2catch_inflow,2evap,2ds_spill,2alloc_1,2alloc_2,2alloc_3,3volume,3demand,3up_spill,3ww_inflow,3catch_inflow,3evap,3ds_spill,4volume,4demand,4up_spill,4ww_inflow,4catch_inflow,4evap,4ds_spill,5volume,5s_area,5demand,5up_spill,5ww_inflow,5catch_inflow,5evap,5ds_spill,8demand
649,1,11.3023,0,0,133.802,3.81951,118.681,10300,125.562,118.681,0,2388.3,239.838,2141.58,7210,2060,1030,30825,23839,547.953,140.515,0,3829.06,-634.175,4055.8,6913.31,16925.7,20000,0,0,0,0,140.515,0,140.515,0,0,4055.8,0,112.77,0,4168.57,0,1,0,6310.15,0,0,0,6310.15,20
649,1,11.5754,0,0,497.715,2.17014,483.97,10300,128.596,483.97,0,9868.4,136.269,10087.5,7210,2060,1030,30825,23839,530.655,522.684,0,13481.1,-132.53,13605.7,6913.31,16925.7,20000,0,0,0,0,522.684,0,522.684,0,0,13605.7,0,379.88,0,13985.6,0,1,0,24073.1,0,0,0,24073.1,20
649,1,11.8906,0,0,613.937,-6.99278,609.039,10300,132.097,609.039,0,11700,-439.096,12616,7210,2060,1030,30825,23839,624.555,644.736,0,15918.8,-253.602,16192.6,6913.31,16925.7,20000,0,0,0,0,644.736,0,644.736,0,0,16192.6,0,761.9,0,16954.5,0,1,0,29570.5,0,0,0,29570.5,20
649,1,12.947,0,0,106.175,-0.78366,94.0115,10300,143.834,94.0115,0,1794.7,-49.2082,1794.09,7210,2060,1030,30825,23839,589.697,111.501,0,2552.2,112.521,1961.48,6913.31,16925.7,20000,0,0,0,0,111.501,0,111.501,0,0,1961.48,0,153.37,0,2114.85,0,1,0,3908.94,0,0,0,3908.94,20
649,1,12.8047,0,0,512.187,3.43612,495.946,10300,142.253,495.946,0,9467.4,215.763,9605.33,7210,2060,1030,30825,23839,570.651,537.882,0,13062,-338.162,13367.4,6913.31,16925.7,20000,0,0,0,0,537.882,0,537.882,0,0,13367.4,0,670.33,0,14037.7,0,1,0,23643.1,0,0,0,23643.1,20
649,1,13.0604,0,0,114.786,-1.32621,103.052,10300,145.093,103.052,0,1600.1,-83.2762,1641.33,7210,2060,1030,30825,23839,554.579,120.545,0,2532.04,-66.3294,2164.34,6913.31,16925.7,20000,0,0,0,0,120.545,0,120.545,0,0,2164.34,0,271.49,0,2435.83,0,1,0,4077.16,0,0,0,4077.16,20
649,1,10.5147,0,0,109.135,3.97868,94.6416,10300,116.812,94.6416,0,1532.1,249.833,1260.1,7210,2060,1030,30825,23839,562.846,114.61,0,2385.97,51.3872,1886.35,6913.31,16925.7,20000,0,0,0,0,114.61,0,114.61,0,0,1886.35,0,205.55,0,2091.9,0,1,0,3351.99,0,0,0,3351.99,20
649,1,10.957,0,0,87.0987,-0.120564,76.2623,10300,121.725,76.2623,0,1175.7,-7.57053,1137.81,7210,2060,1030,30825,23839,539.768,91.4682,0,1862.48,88.7234,1325.46,6913.31,16925.7,20000,0,0,0,0,91.4682,0,91.4682,0,0,1325.46,0,137.76,0,1463.22,0,1,0,2601.02,0,0,0,2601.02,20
649,1,11.3821,0,0,108.387,-9.3775,106.383,10300,126.448,106.383,0,1511.6,-588.84,2080.37,7210,2060,1030,30825,23839,593.577,113.825,0,2435.24,-75.6436,2031.13,6913.31,16925.7,20000,0,0,0,0,113.825,0,113.825,0,0,2031.13,0,174.77,0,2205.9,0,1,0,4286.28,0,0,0,4286.28,20
649,1,11.9781,0,0,82.5013,-9.67096,80.1942,10300,133.069,80.1942,0,1683.2,-607.267,2237.6,7210,2060,1030,30825,23839,553.895,86.6402,0,2400.77,-213.931,2147.44,6913.31,16925.7,20000,0,0,0,0,86.6402,0,86.6402,0,0,2147.44,0,106.976,0,2254.42,0,1,0,4492.01,0,0,0,4492.01,20
