0.414849,0.918317,0.0650834,0.217605,0.69278,0.653897,0.210348,0.294824,0.0265389,0.0508969,0.0523248,0.916806,0.0948466,0.921236,0.0115189,0.00166225,0.0185859,0.278441,0.31925,0.0103473,0.66741,0.842342,0.131798,0.647174,0.716327,0.841386,0.289406,
0.0838888,0.459145,0.800578,0.724443,0.877254,0.559848,0.076449,0.305845,0.0426306,0.0690025,0.0473221,0.699922,0.580617,0.328393,0.0143249,0.0151356,0.00054138,0.636425,0.731666,0.24078,0.766964,0.160539,0.00976643,0.796391,0.308286,0.959167,0.232865,
0.60938,0.179401,0.579432,0.613254,0.17093,0.380055,0.24424,0.299577,0.0976802,0.071962,0.0608593,0.966424,0.329051,0.508128,0.0160538,0.00600807,0.0167273,0.549951,0.415865,0.930888,0.415608,0.520761,0.936617,0.267207,0.722184,0.877399,0.0329013,
0.904922,0.965551,0.651576,0.859144,0.641266,0.420047,0.0585489,0.050188,0.0910073,0.0941668,0.0027982,0.279047,0.186263,0.186712,0.0179182,0.0138302,0.00253455,0.109795,0.39859,0.265385,0.760049,0.975095,0.562947,0.639463,0.730478,0.520678,0.192846,
0.52447,0.543809,0.886232,0.739893,0.863467,0.875589,0.269446,0.128671,0.0797293,0.0793282,0.0781491,0.660311,0.570136,0.580658,0.014537,0.0154976,0.00914299,0.944088,0.802414,0.0376547,0.743531,0.1474,0.866292,0.756287,0.92749,0.0837914,0.0136377,
0.429776,0.576463,0.188809,0.001,0.570867,0.853856,0.206868,0.208494,0.0564771,0.0285247,0.0730284,0.334462,0.231153,0.501082,0.00825603,0.0142032,0.0198522,0.423685,0.73205,0.518634,0.848634,0.601024,0.0228155,0.548832,1,0.331234,0.733549,
0.841806,0.177255,0.001,0.533012,0.869704,0.773707,0.139954,0.194415,0.0682947,0.0951993,0,0.36546,0.500806,0.397244,0.0195208,0.00862329,0,0.658794,0.779758,0.802644,0.636966,0,0,0.654799,0.500175,0.446926,0.297876,
0.868143,0.697659,0.640763,0.318148,0.575459,0.378828,0.05,0.220379,0.080515,0.0117997,0.0497111,0.384219,0.449657,1,0.00920889,0.0044916,0.01643,0.0890562,0.310543,0.653424,0.437796,0.472684,0.0577621,0.678628,0.391037,1,0.168045,
0.558706,0.201264,0.129314,0.779352,0.921474,0.9,0.316193,0.333,0.0828858,0.0804476,0.0434197,0.001,0.304195,0.0878237,0.02,0.02,0,1,1,1,0.657553,0.458651,0,1,0.340446,0.832873,0.521751,
0.587461,0.40839,0.0792528,0.963961,0.103367,0.892649,0.248953,0.05,0.067433,0.0979628,0.0972233,0.596754,0.967211,0.0192099,0.02,0.0102914,0.0022146,0.430443,0.864804,0.141481,0.222245,0.245635,0.436936,0.453223,0.822539,0.118128,0.469891,
0.209465,0.480609,0.728746,0.8728,0.434377,0.800367,0.152727,0.197885,0.0475955,0.048697,0.0114799,0.760415,0.829347,0.48395,0.00527319,0.02,0.0114215,0.882179,0.45917,0.752862,0.63275,0.439418,0,0.529794,0.604671,0.5236,0.293805,
1,0.952527,0.001,1,0.271182,0.9,0.329716,0.333,0.1,0.0276692,0.00245908,1,0.0261468,0.111397,0.00176511,0,0.00465662,1,1,0.001,0.10593,0.709819,0.385345,0,1,0.745664,0.0559196,
0.929066,0.444188,0.670898,0.369882,0.433009,0.605985,0.107541,0.253378,0.0177638,0.0307799,0.0304839,0.786875,0.697033,0.788335,0.011522,0.0104537,0.00747685,0.00137635,0.806471,0.707992,0.687181,0.242977,0.179329,0.956239,0.0182274,0.474574,0,
0.59158,0.269797,0.0579418,0.65512,0.721417,0.802259,0.269727,0.243713,0.0733763,0.0490185,0.0535659,0.383683,0.454456,0.393729,0.00794319,0.00303574,0.00771519,0.881686,0.0692245,0.929137,0.790305,0.0535296,0.999904,0.181622,0.163264,0.112224,0.696827,
