0.623223,0.838107,0.673986,0.0970023,0.971973,0.886676,0.298529,0.182628,0.0509624,0.0976761,0.00557147,0.605241,0.451708,0.739524,0.000399753,0.000783756,0.00883422,0.283524,0.979607,0.121076,0.359444,0.29614,0.480894,0.118728,0.688661,0.317983,0.880476,
0.00370051,0.227857,0.647549,0.455405,0.600792,0.884199,0.216613,0.285971,0.096277,0.0914791,0.00168717,0.667618,0.696786,0.441225,0.0162736,0.0137018,0.0101961,0.64895,0.334631,0.0300709,0.79084,0.919531,0.0972429,0.542457,0.442036,0.991142,0.519952,
0.372547,0.42652,0.00238197,0.0948006,0.248437,0.887858,0.14006,0.212785,0.0858777,0.0643678,0.0458503,0.365098,0.445143,0.668047,0.00672205,0.0114369,0.0176136,0.774909,0.945082,0.900202,0.99189,0.404307,0.376741,0.895345,0.966147,0.0650825,0.79188,
0.100903,0.101151,0.31858,0.759226,0.526425,0.343656,0.249309,0.323677,0.0955551,0.0615058,0.011782,0.552887,0.356959,0.296654,0.00532568,0.0185858,0.0161484,0.26664,0.164395,0.828318,0.87684,0.985109,0.77371,0.783397,0.883819,0.51899,0.969168,
0.990378,0.924368,0.912239,0.506744,0.119231,0.415605,0.0571289,0.162134,0.0898638,0.0148975,0.053717,0.123622,0.20099,0.963949,0.0134731,0.00606843,0.0128845,0.267414,0.122964,0.771321,0.2596,0.52832,0.060078,0.872991,0.20986,0.999854,0.132306,
0.36518,0.441297,0.501562,0.642709,0.377013,0.593459,0.15327,0.201872,0.0260905,0.0135249,0.014365,0.166463,0.682058,0.511366,0.00554681,0.00194987,0.0179866,0.852002,0.124835,0.776804,0.150467,0.233078,0.0574106,0.229732,0.970731,0.746964,0.00386035,
0.114857,0.459145,0.800578,0.724443,0.877254,0.559848,0.076449,0.305845,0.0426306,0.0690025,0.1,0.699922,0.580617,0.328393,0.0143249,0.0151356,0.00054138,0.636425,0.731666,0.24078,0.0306353,0.160539,0.00976643,0.796391,0.308286,0.959167,0.232865,
0.902058,0.651221,0.864274,0.37163,0.80427,0.674562,0.303273,0.231074,0.0280562,0.0709388,0.0396236,0.0797741,0.35018,0.648612,0.0116913,0.0139001,0.0146157,0.573256,0.349647,0.810218,0.0753788,0.160835,0.425418,0.306884,0.291279,0.862499,0.920918,
1,0.668223,0.345657,0.437289,0.426371,0.9,0.0911064,0.312373,0.0853187,0.0732739,0,0.796114,1,0.844425,0,0.02,0.02,0.886531,0.88739,0.891478,0.932005,0.612877,0,0.326546,0.738492,0.566123,0,
0.001,0.131359,1,0.878524,0.267851,0.9,0.05,0.324662,0.034936,0,0,1,0.887887,0.425495,0,0,0.02,0.789559,0.278354,0.821565,0.755133,0.296324,0.29433,0.598003,1,1,0.308739,
0.741191,0.929766,0.0676411,0.369754,0.683104,0.675221,0.05,0.249933,0.1,0.1,0.1,0.951029,0.685325,0.655228,0,0,0,0.820363,0.875982,0.001,0.87711,0.943864,1,0.798795,0.744872,0.333196,0,
0.225077,0.296422,0.521198,0.633384,0.552426,0.885498,0.23452,0.0977939,0.065619,0.0411502,0.0192632,0.989779,0.543207,0.698428,0.00597454,0.00553305,0.00543122,1,0.849666,0.701841,0.375475,0.448308,0.194166,0.278329,0.0178335,0.650529,0.817196,
0.608645,0.0298555,0.0792528,0.920955,0.103367,0.892444,0.294885,0.05,0.067433,0.0314093,0.09451,0.759779,0.976469,0.0292774,0.000438255,0.000361657,0.0022146,0.432842,0.858631,0.989002,0.20464,0.444519,0.0145202,0.513419,0.820496,0.950342,0.103896,
0.598063,0.0953923,0.108525,0.65512,0.431359,0.802259,0.269727,0.243745,0.0186322,0.0490185,0.0295934,0.383683,0.452492,0.393729,0.00794319,0.0114477,0.0077425,0.883042,0.0692245,0.929137,0.792349,0.0413606,0.994221,0.16401,0.160228,0.112224,0.696827,
0.274001,0.508072,0.670267,0.791145,0.448511,0.80333,0.150536,0.189123,0.0389155,0.0354481,0.0158861,0.757353,0.842409,0.517,0.00651566,0.00667189,0.0131251,0.792803,0.455706,0.502024,0.604097,0.466196,0.0310136,0.522384,0.71246,0.506961,0.32551,
0.0137619,0.412529,0.646162,1,0.263247,0.679227,0.0661427,0.284328,0.0262484,0.0412624,0.0088259,0.960001,0.888054,0.535989,0.00520462,0.00581315,0.00862824,1,0.753205,0.55109,0.873473,0.121037,0,0.976061,0.245837,0.448578,0.0661802,
0.79575,0.271589,0.20508,0.7818,0.749122,0.726661,0.125258,0.309324,0.0173885,0.0260543,0.0194058,0.758436,0.986006,0.460415,0.0100004,0.00210698,0.0198442,0.934579,0.658945,0.979307,0.683344,0.266676,0.633425,0.35951,0.246577,0.462352,0.0062694,
0.971791,0.656096,0.357855,0.711393,0.426371,0.9,0.0911064,0.312215,0.0848516,0.0732739,0,0.79667,0.999932,0.844425,0,0.0033959,0.0135346,0.773871,0.875046,0.892829,0.932005,0.610675,0,0.326546,0.35245,0.566123,0,
0.726322,0.419999,0.754917,0.776573,0.655992,0.720305,0.115683,0.240113,0.0333904,0.0385091,0.0322371,0.696519,0.718368,0.365163,0.00938922,0.0107915,0.0147372,0.895421,0.764761,0.773302,0.769078,0.599467,0.440341,0.34659,0.403081,0.896461,0.291467,
0.648677,0.290634,0.00207386,0.610744,0.980763,0.839563,0.284447,0.229167,0.014811,0.056936,0.0351424,0.357444,0.365517,0.195461,0.00809209,0.0110036,0.0100818,0.891451,0.00826468,0.370055,0.637083,0.258295,1,0.140632,0.112,0.0780594,0.734062,
0.0895178,0.524096,0.191213,0.794266,0.433021,0.752372,0.142999,0.253515,0.023122,0.00404316,0.0200538,0.786838,0.695606,0.558994,0.00742974,0.00341349,0.0163141,0.862951,0.700615,0.621859,0.676169,0.25195,0.00763015,0.189845,0.939994,0.521193,0.25707,
0.638971,0.903076,0.430567,0.922172,0.0367069,0.699387,0.266059,0.0777046,0.0502106,0.0307931,0.0786189,0.178752,0.695187,0.620434,0.0158713,0.00308779,0.00601712,0.914226,0.800998,0.70756,0.686271,0.252304,0.472141,0.952588,0.0403235,0.266946,0.0213587,
0.664551,0.421496,0.053588,0.630578,0.406828,0.69526,0.271748,0.237428,0.0145776,0.0274206,0.0282995,0.173318,0.723791,0.407697,0.00993198,0.00148228,0.00835985,0.88893,0.0182963,0.582465,0.83989,0,1,0.21843,0.150274,0.871526,0.343823,
0.745093,0.462117,0.590671,0.787171,0.429294,0.724312,0.120181,0.298775,0.0164886,0.0257627,0.0185314,0.784275,0.969872,0.468238,0.0159994,0.0132477,0.0186063,0.893867,0.698739,0.912647,0.761986,0.806868,0.163371,0.41849,0.261787,0.882295,0.239214,
0.347562,0.350984,0.189563,0.604631,0.431047,0.766871,0.241857,0.245601,0.0142835,0.0357445,0.00745878,0.552608,0.472253,0.53384,0.00320503,0.00216551,0.0110492,1,0.0407763,0.757066,0.757671,0.110814,0.83917,0.143927,0,0.139399,0.624044,
0.0836983,0.412978,0.648472,1,0.251277,0.635375,0.102448,0.251035,0.0168008,0.0284164,0.0313534,0.838727,0.710465,0.540122,0.00736153,0.00232815,0.00755616,0.871668,0.445597,0.399234,0.708049,0.239616,0.862384,0.938609,0.00861956,0.454823,0.000943894,
