3.4
3.78
4.16
4.54
4.92
5.3
5.6
5.9
6.2
6.5
6.8
7.1
7.4
7.7
8
8.3
8.66
9.02
9.38
9.74
10.1
10.46
10.82
11.18
11.54
11.9
12.12
12.34
12.56
12.78
13
13.24
13.48
13.72
13.96
14.2
14.58
14.96
15.34
15.72
16.1
16.5
16.9
17.3
17.7
18.1
