0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,2st_vol,2capacity,2net_inf,2st_rof,2lt_rof,2rest_demand,2unrest_demand,2unfulf_demand,2wastewater,2treat_capacity,2cont_fund,2ins_pout,2ins_price,2infra_npv,2debt_serv
7859,7859,552.517,0,0,143.11,143.11,0,0,100447,0.0832523,0,0,0,0,6913.31,6913.31,603.834,0,0,166.215,166.215,0,0,37999.6,0.0640607,0,0,0,0,16925.7,16925.7,1478.35,0,0,374.356,374.356,0,0,61999.4,0.0879465,0,0,0,0
7859,7859,2227.83,0,0,136.439,136.439,0,0,100447,0.162624,0,0,0,0,6913.31,6913.31,2125.94,0,0,179.212,179.212,0,0,37999.6,0.13313,0,0,0,0,16925.7,16925.7,5204.9,0,0,327.54,327.54,0,0,61999.4,0.164895,0,0,0,0
7859,7859,2665.17,0,0,141.274,141.274,0,0,100447,0.244808,0,0,0,0,6913.31,6913.31,2510.36,0,0,176.927,176.927,0,0,37999.6,0.20132,0,0,0,0,16925.7,16925.7,6146.06,0,0,426.309,426.309,0,0,61999.4,0.265046,0,0,0,0
7859,7859,420.82,0,0,167.713,167.713,0,0,100447,0.342372,0,0,0,0,6913.31,6913.31,402.476,0,0,177.879,177.879,0,0,37999.6,0.269876,0,0,0,0,16925.7,16925.7,985.373,0,0,416.198,416.198,0,0,61999.4,0.362823,0,0,0,0
7859,7859,2172,0,0,145.304,145.304,0,0,100447,0.426901,0,0,0,0,6913.31,6913.31,2059.85,0,0,191.452,191.452,0,0,37999.6,0.343663,0,0,0,0,16925.7,16925.7,5043.08,0,0,396.052,396.052,0,0,61999.4,0.455866,0,0,0,0
7859,7859,395.314,0,0,155.137,155.137,0,0,100447,0.51836,0,0,0,0,6913.31,6913.31,399.297,0,0,188.489,188.489,0,0,37999.6,0.41724,0,0,0,0,16925.7,16925.7,977.589,0,0,403.883,403.883,0,0,61999.4,0.555359,0,0,0,0
7859,7859,377.741,0,0,145.809,145.809,0,0,100447,0.604319,0,0,0,0,6913.31,6913.31,376.262,0,0,197.349,197.349,0,0,37999.6,0.494275,0,0,0,0,16925.7,16925.7,921.193,0,0,399.038,399.038,0,0,61999.4,0.653659,0,0,0,0
7859,7859,293.221,0,0,128.499,128.499,0,0,100447,0.680073,0,0,0,0,6913.31,6913.31,293.709,0,0,171.253,171.253,0,0,37999.6,0.561124,0,0,0,0,16925.7,16925.7,719.08,0,0,423.028,423.028,0,0,61999.4,0.757867,0,0,0,0
7859,7859,373.4,0,0,159.792,159.792,0,0,100447,0.774276,0,0,0,0,6913.31,6913.31,384.032,0,0,191.96,191.96,0,0,37999.6,0.636056,0,0,0,0,16925.7,16925.7,940.216,0,0,407.359,407.359,0,0,61999.4,0.858216,0,0,0,0
7859,7859,301.847,0,0,145.862,145.862,0,0,100447,0.856047,0,0,0,0,6913.31,6913.31,332.704,0,0,187.778,187.778,0,0,37999.6,0.706492,0,0,0,0,16925.7,16925.7,814.551,0,0,382.601,382.601,0,0,61999.4,0.950455,0,0,0,0
7859,7859,1618.7,0,0,156.556,156.556,0,0,100447,0.943814,0,0,0,0,6913.31,6913.31,1443.41,0,0,181.902,181.902,0,0,37999.6,0.774724,0,0,0,0,16925.7,16925.7,3533.88,0,0,406.767,406.767,0,0,61999.4,1.04852,0,0,0,0
7859,7859,507.343,0,0,146.578,146.578,0,0,100447,1.02599,0,0,0,0,6913.31,6913.31,705.299,0,0,212.91,212.91,0,0,37999.6,0.854587,0,0,0,0,16925.7,16925.7,1726.77,0,0,422.43,422.43,0,0,61999.4,1.15036,0,0,0,0
7859,7859,366.357,0,0,137.963,137.963,0,0,100447,1.10333,0,0,0,0,6913.31,6913.31,570.049,0,0,191.542,191.542,0,0,37999.6,0.926434,0,0,0,0,16925.7,16925.7,1395.64,0,0,362.112,362.112,0,0,61999.4,1.23766,0,0,0,0
7859,7859,628.093,0,0,157.275,157.275,0,0,100447,1.1915,0,0,0,0,6913.31,6913.31,720.066,0,0,195.744,195.744,0,0,37999.6,0.999858,0,0,0,0,16925.7,16925.7,1762.92,0,0,390.284,390.284,0,0,61999.4,1.33175,0,0,0,0
7859,7859,647.556,0,0,144.448,144.448,0,0,100447,1.27518,0,0,0,0,6913.31,6913.31,523.491,0,0,189.388,189.388,0,0,37999.6,1.07229,0,0,0,0,16925.7,16925.7,1281.65,0,0,424.726,424.726,0,0,61999.4,1.43259,0,0,0,0
7859,7859,985.125,0,0,179.562,179.562,0,0,100447,1.37919,0,0,0,0,6913.31,6913.31,996.424,0,0,189.359,189.359,0,0,37999.6,1.14471,0,0,0,0,16925.7,16925.7,2439.52,0,0,389.854,389.854,0,0,61999.4,1.52514,0,0,0,0
7859,7859,1245.49,0,0,159.801,159.801,0,0,100447,1.47177,0,0,0,0,6913.31,6913.31,1202.08,0,0,193.734,193.734,0,0,37999.6,1.2188,0,0,0,0,16925.7,16925.7,2943.03,0,0,395.4,395.4,0,0,61999.4,1.61902,0,0,0,0
7859,7859,1704.49,0,0,165.096,165.096,0,0,100447,1.56741,0,0,0,0,6913.31,6913.31,1633.87,0,0,208.582,208.582,0,0,37999.6,1.29857,0,0,0,0,16925.7,16925.7,4000.17,0,0,424.849,424.849,0,0,61999.4,1.71988,0,0,0,0
7859,7859,8272.35,0,0,161.773,161.773,0,0,100447,1.65795,0,0,0,0,6913.31,6913.31,7497.44,0,0,245.311,245.311,0,0,37999.6,1.39049,0,0,0,0,16925.7,16925.7,18355.8,0,0,379.621,379.621,0,0,61999.4,1.80607,0,0,0,0
