0volume,0s_area,0demand,0up_spill,0ww_inflow,0catch_inflow,0evap,0ds_spill,1volume,1demand,1up_spill,1ww_inflow,1catch_inflow,1evap,1ds_spill,1alloc_0,1alloc_1,1alloc_2,1alloc_3,2volume,2demand,2up_spill,2ww_inflow,2catch_inflow,2evap,2ds_spill,2alloc_1,2alloc_2,2alloc_3,3volume,3demand,3up_spill,3ww_inflow,3catch_inflow,3evap,3ds_spill,4volume,4demand,4up_spill,4ww_inflow,4catch_inflow,4evap,4ds_spill,5volume,5s_area,5demand,5up_spill,5ww_inflow,5catch_inflow,5evap,5ds_spill,8demand
649,1,11.8794,0,0,133.802,3.81951,118.104,10300,131.973,118.104,0,2388.3,239.838,2134.59,7210,2060,1030,30825,23839,519.592,140.515,0,3829.06,-634.175,4084.16,6913.31,16925.7,20000,0,0,0,0,140.515,0,140.515,0,0,4084.16,0,112.77,0,4196.93,0,1,0,6331.52,0,0,0,6331.52,20
649,1,11.9902,0,0,497.715,2.17014,483.555,10300,133.204,483.555,0,9868.4,136.269,10082.5,7210,2060,1030,30825,23839,548.152,522.684,0,13481.1,-132.53,13588.2,6913.31,16925.7,20000,0,0,0,0,522.684,0,522.684,0,0,13588.2,0,379.88,0,13968.1,0,1,0,24050.6,0,0,0,24050.6,20
649,1,11.4045,0,0,613.937,-6.99278,609.525,10300,126.697,609.525,0,11700,-439.096,12621.9,7210,2060,1030,30825,23839,552.058,644.736,0,15918.8,-253.602,16265.1,6913.31,16925.7,20000,0,0,0,0,644.736,0,644.736,0,0,16265.1,0,761.9,0,17027,0,1,0,29648.9,0,0,0,29648.9,20
649,1,13.3174,0,0,106.175,-0.78366,93.6411,10300,147.949,93.6411,0,1794.7,-49.2082,1789.6,7210,2060,1030,30825,23839,603.439,111.501,0,2552.2,112.521,1947.74,6913.31,16925.7,20000,0,0,0,0,111.501,0,111.501,0,0,1947.74,0,153.37,0,2101.11,0,1,0,3890.71,0,0,0,3890.71,20
649,1,10.7744,0,0,512.187,3.43612,497.977,10300,119.697,497.977,0,9467.4,215.763,9629.92,7210,2060,1030,30825,23839,527.08,537.882,0,13062,-338.162,13411,6913.31,16925.7,20000,0,0,0,0,537.882,0,537.882,0,0,13411,0,670.33,0,14081.3,0,1,0,23711.2,0,0,0,23711.2,20
649,1,12.3131,0,0,114.786,-1.32621,103.799,10300,136.791,103.799,0,1600.1,-83.2762,1650.38,7210,2060,1030,30825,23839,533.865,120.545,0,2532.04,-66.3294,2185.05,6913.31,16925.7,20000,0,0,0,0,120.545,0,120.545,0,0,2185.05,0,271.49,0,2456.54,0,1,0,4106.92,0,0,0,4106.92,20
649,1,10.5524,0,0,109.135,3.97868,94.6039,10300,117.231,94.6039,0,1532.1,249.833,1259.64,7210,2060,1030,30825,23839,598.798,114.61,0,2385.97,51.3872,1850.39,6913.31,16925.7,20000,0,0,0,0,114.61,0,114.61,0,0,1850.39,0,205.55,0,2055.94,0,1,0,3315.59,0,0,0,3315.59,20
649,1,11.4624,0,0,87.0987,-0.120564,75.7568,10300,127.341,75.7568,0,1175.7,-7.57053,1131.69,7210,2060,1030,30825,23839,584.122,91.4682,0,1862.48,88.7234,1281.1,6913.31,16925.7,20000,0,0,0,0,91.4682,0,91.4682,0,0,1281.1,0,137.76,0,1418.86,0,1,0,2550.55,0,0,0,2550.55,20
649,1,10.9331,0,0,108.387,-9.3775,106.832,10300,121.46,106.832,0,1511.6,-588.84,2085.81,7210,2060,1030,30825,23839,598.993,113.825,0,2435.24,-75.6436,2025.72,6913.31,16925.7,20000,0,0,0,0,113.825,0,113.825,0,0,2025.72,0,174.77,0,2200.49,0,1,0,4286.3,0,0,0,4286.3,20
649,1,12.2248,0,0,196.325,-0.143578,184.244,10300,135.81,184.244,0,3717.76,-9.01569,3775.21,7210,2060,1030,30825,23839,594.34,206.174,0,4957.1,-247.093,4816.03,6913.31,16925.7,20000,0,0,0,0,206.174,0,206.174,0,0,4816.03,0,450.804,0,5266.83,0,1,0,9042.04,0,0,0,9042.04,20
649,1,11.667,0,0,181.478,0.869314,168.941,10300,129.613,168.941,0,5576.41,54.5867,5561.15,7210,2060,1030,30825,23839,594.768,190.582,0,6994.05,48.395,6541.47,6913.31,16925.7,20000,0,0,0,0,190.582,0,190.582,0,0,6541.47,0,552.448,0,7093.92,0,1,0,12655.1,0,0,0,12655.1,20
